$Trinity Lake updated withdrawals year 2016 YC 08/31/22,,
",,,",,
Jday,Power generation and Jet (cms),Auxiallary (cms)
272.083,24.0530756,0.0283
272.125,24.00123,0.0283
272.167,24.2660897,0.0283
272.208,25.2968606,0.0283
272.25,51.3200124,0.0283
272.292,53.2031793,0.0283
272.333,53.1959628,0.0283
272.375,53.267958,0.0283
272.417,53.1600501,0.0283
272.458,53.0766217,0.0283
272.5,53.0244082,0.0283
272.542,53.3850351,0.0283
272.583,52.9265751,0.0283
272.625,53.3082855,0.0283
272.667,53.3619423,0.0283
272.708,53.1740303,0.0283
272.75,53.2665147,0.0283
272.792,53.1168077,0.0283
272.833,53.2295832,0.0283
272.875,52.2155093,0.0283
272.917,25.7874411,0.0283
272.958,25.2853708,0.0283
273,46.4684868,0.0283
273.042,43.688408,0.0283
273.083,45.089258,0.0283
273.125,52.7497567,0.0283
273.167,53.1485886,0.0283
273.208,53.1715399,0.0283
273.25,53.2031227,0.0283
273.292,53.3760074,0.0283
273.333,51.6267561,0.0283
273.375,3.8011428,0.0283
273.417,0.0283,0.0283
273.458,0.0283,0.0283
273.5,0.0283,0.0283
273.542,0.0930787,0.0283
273.583,15.168234,0.0283
273.625,50.5844954,0.0283
273.667,53.3760074,0.0283
273.708,53.2895226,0.0283
273.75,53.1599935,0.0283
273.792,53.4062884,0.0283
273.833,52.9584975,0.0283
273.875,53.0030417,0.0283
273.917,53.3270484,0.0283
273.958,51.94182,0.0283
274,30.7146126,0.0283
274.042,29.0745144,0.0283
274.083,28.781949,0.0283
274.125,29.2519554,0.0283
274.167,29.0313003,0.0283
274.208,29.1317653,0.0283
274.25,33.6741417,0.0283
274.292,32.0751351,0.0283
274.333,35.0502292,0.0283
274.375,52.1738234,0.0283
274.417,53.2842871,0.0283
274.458,53.1208263,0.0283
274.5,53.4364562,0.0283
274.542,53.4352959,0.0283
274.583,53.4030056,0.0283
274.625,53.5919647,0.0283
274.667,53.4364562,0.0283
274.708,53.2723445,0.0283
274.75,53.4003454,0.0283
274.792,53.3543579,0.0283
274.833,53.4278813,0.0283
274.875,52.9571391,0.0283
274.917,38.9347438,0.0283
274.958,29.0457333,0.0283
275,29.3005182,0.0283
275.042,28.8255027,0.0283
275.083,28.8686602,0.0283
275.125,29.1335199,0.0283
275.167,28.8686602,0.0283
275.208,29.3566937,0.0283
275.25,29.2026568,0.0283
275.292,30.1053702,0.0283
275.333,51.780793,0.0283
275.375,53.5962663,0.0283
275.417,52.5727119,0.0283
275.458,26.4832249,0.0283
275.5,51.9334432,0.0283
275.542,53.6352071,0.0283
275.583,53.3598481,0.0283
275.625,53.8037902,0.0283
275.667,53.462379,0.0283
275.708,53.27192,0.0283
275.75,53.5389871,0.0283
275.792,53.6292641,0.0283
275.833,53.2461104,0.0283
275.875,52.8994354,0.0283
275.917,30.6570787,0.0283
275.958,28.2118455,0.0283
276,15.4323862,0.0283
276.042,14.6538815,0.0283
276.083,14.6963598,0.0283
276.125,23.7075043,0.0283
276.167,24.3754975,0.0283
276.208,24.0415292,0.0283
276.25,15.1213975,0.0283
276.292,14.6217893,0.0283
276.333,14.8910638,0.0283
276.375,14.7413285,0.0283
276.417,14.5297294,0.0283
276.458,14.5297294,0.0283
276.5,14.3569862,0.0283
276.542,14.3756642,0.0283
276.583,15.9276079,0.0283
276.625,51.7362205,0.0283
276.667,53.5199695,0.0283
276.708,53.6824964,0.0283
276.75,53.4939901,0.0283
276.792,53.6292924,0.0283
276.833,53.761793,0.0283
276.875,52.1494005,0.0283
276.917,2.9801881,0.0283
276.958,0.0283,0.0283
277,0.0283,0.0283
277.042,0.0283,0.0283
277.083,0.0283,0.0283
277.125,0.0283,0.0283
277.167,0.0283,0.0283
277.208,0.0283,0.0283
277.25,0.0283,0.0283
277.292,0.0283,0.0283
277.333,0.0283,0.0283
277.375,0.0283,0.0283
277.417,0.0283,0.0283
277.458,0.0283,0.0283
277.5,0.0283,0.0283
277.542,0.0283,0.0283
277.583,0.0283,0.0283
277.625,1.5156065,0.0283
277.667,23.9493278,0.0283
277.708,50.6247663,0.0283
277.75,49.9250771,0.0283
277.792,51.4337501,0.0283
277.833,51.8773809,0.0283
277.875,3.2378596,0.0283
277.917,0.0283,0.0283
277.958,0.0283,0.0283
278,0.0283,0.0283
278.042,0.0283,0.0283
278.083,0.0283,0.0283
278.125,0.0283,0.0283
278.167,0.0283,0.0283
278.208,0.0283,0.0283
278.25,0.0283,0.0283
278.292,0.0283,0.0283
278.333,0.0283,0.0283
278.375,0.0283,0.0283
278.417,0.0283,0.0283
278.458,0.0283,0.0283
278.5,0.0283,0.0283
278.542,0.0283,0.0283
278.583,0.0283,0.0283
278.625,0.0283,0.0283
278.667,2.0101207,0.0283
278.708,44.7735715,0.0283
278.75,47.9023346,0.0283
278.792,48.5447163,0.0283
278.833,47.7162055,0.0283
278.875,46.8829969,0.0283
278.917,3.2983367,0.0283
278.958,0.0283,0.0283
279,0.0283,0.0283
279.042,0.0283,0.0283
279.083,0.0283,0.0283
279.125,0.0283,0.0283
279.167,0.0283,0.0283
279.208,0.0283,0.0283
279.25,0.0283,0.0283
279.292,0.0283,0.0283
279.333,0.0283,0.0283
279.375,0.0283,0.0283
279.417,0.0283,0.0283
279.458,0.0283,0.0283
279.5,0.0283,0.0283
279.542,0.0283,0.0283
279.583,0.0283,0.0283
279.625,1.9963386,0.0283
279.667,45.4951649,0.0283
279.708,48.1081605,0.0283
279.75,48.118207,0.0283
279.792,48.3298061,0.0283
279.833,48.0087992,0.0283
279.875,46.8528008,0.0283
279.917,3.8033219,0.0283
279.958,0.5282478,0.0283
280,0.0283,0.0283
280.042,0.0283,0.0283
280.083,0.0283,0.0283
280.125,0.0283,0.0283
280.167,0.0283,0.0283
280.208,0.0283,0.0283
280.25,0.0283,0.0283
280.292,0.0283,0.0283
280.333,0.0283,0.0283
280.375,0.0283,0.0283
280.417,0.0283,0.0283
280.458,0.0283,0.0283
280.5,0.0283,0.0283
280.542,0.0283,0.0283
280.583,0.0283,0.0283
280.625,2.3268543,0.0283
280.667,50.3354554,0.0283
280.708,53.2967674,0.0283
280.75,53.2060942,0.0283
280.792,53.3342366,0.0283
280.833,53.2952392,0.0283
280.875,51.7376638,0.0283
280.917,3.2320581,0.0283
280.958,0.0283,0.0283
281,0.0283,0.0283
281.042,0.0283,0.0283
281.083,0.0283,0.0283
281.125,0.0283,0.0283
281.167,0.0283,0.0283
281.208,0.0283,0.0283
281.25,0.0283,0.0283
281.292,0.0283,0.0283
281.333,0.0283,0.0283
281.375,0.0283,0.0283
281.417,0.0283,0.0283
281.458,0.0283,0.0283
281.5,0.0283,0.0283
281.542,0.0283,0.0283
281.583,0.0283,0.0283
281.625,2.3541921,0.0283
281.667,50.4048753,0.0283
281.708,53.2852776,0.0283
281.75,52.9682044,0.0283
281.792,53.4623507,0.0283
281.833,53.0928093,0.0283
281.875,51.462418,0.0283
281.917,3.5285289,0.0283
281.958,0.0283,0.0283
282,0.0283,0.0283
282.042,0.0283,0.0283
282.083,0.0283,0.0283
282.125,0.0283,0.0283
282.167,0.0283,0.0283
282.208,0.0283,0.0283
282.25,0.0283,0.0283
282.292,0.0283,0.0283
282.333,0.0283,0.0283
282.375,0.0283,0.0283
282.417,0.0283,0.0283
282.458,0.0283,0.0283
282.5,0.0283,0.0283
282.542,0.0283,0.0283
282.583,0.871074,0.0283
282.625,14.7212072,0.0283
282.667,45.8335197,0.0283
282.708,50.3727265,0.0283
282.75,48.0549282,0.0283
282.792,48.1757692,0.0283
282.833,51.3229839,0.0283
282.875,47.1665912,0.0283
282.917,3.1791937,0.0283
282.958,0.0283,0.0283
283,0.0283,0.0283
283.042,0.0283,0.0283
283.083,0.0283,0.0283
283.125,0.0283,0.0283
283.167,0.0283,0.0283
283.208,0.0283,0.0283
283.25,0.0283,0.0283
283.292,0.0283,0.0283
283.333,0.0283,0.0283
283.375,2.0811254,0.0283
283.417,40.4234936,0.0283
283.458,42.8172491,0.0283
283.5,42.6926442,0.0283
283.542,43.0292161,0.0283
283.583,42.3896078,0.0283
283.625,43.0339422,0.0283
283.667,42.7178312,0.0283
283.708,43.0104815,0.0283
283.75,43.2080721,0.0283
283.792,42.5738408,0.0283
283.833,42.9932185,0.0283
283.875,41.6099994,0.0283
283.917,2.6821608,0.0283
283.958,0.0283,0.0283
284,0.0283,0.0283
284.042,0.0283,0.0283
284.083,0.0283,0.0283
284.125,0.0283,0.0283
284.167,0.0283,0.0283
284.208,0.0283,0.0283
284.25,0.0283,0.0283
284.292,2.453044,0.0283
284.333,50.4793326,0.0283
284.375,53.531431,0.0283
284.417,53.4407861,0.0283
284.458,53.6884394,0.0283
284.5,53.5789184,0.0283
284.542,53.3284068,0.0283
284.583,53.4493044,0.0283
284.625,53.2593831,0.0283
284.667,53.4796137,0.0283
284.708,53.535676,0.0283
284.75,53.6912694,0.0283
284.792,53.4608791,0.0283
284.833,53.3687626,0.0283
284.875,51.8686645,0.0283
284.917,3.1918155,0.0283
284.958,0.0283,0.0283
285,0.0283,0.0283
285.042,0.0283,0.0283
285.083,0.0283,0.0283
285.125,0.0283,0.0283
285.167,0.0283,0.0283
285.208,1.4551011,0.0283
285.25,28.0898159,0.0283
285.292,29.0122544,0.0283
285.333,29.423227,0.0283
285.375,28.7189249,0.0283
285.417,24.8257505,0.0283
285.458,24.4060615,0.0283
285.5,24.4978384,0.0283
285.542,24.4989138,0.0283
285.583,24.692599,0.0283
285.625,28.8254461,0.0283
285.667,29.0367622,0.0283
285.708,29.1785169,0.0283
285.75,29.2656526,0.0283
285.792,28.4785164,0.0283
285.833,2.106652,0.0283
285.875,0.0283,0.0283
285.917,0.0283,0.0283
285.958,0.0283,0.0283
286,0.0283,0.0283
286.042,0.0283,0.0283
286.083,0.0283,0.0283
286.125,0.0283,0.0283
286.167,0.0283,0.0283
286.208,0.0283,0.0283
286.25,0.0283,0.0283
286.292,0.0283,0.0283
286.333,0.0283,0.0283
286.375,0.0283,0.0283
286.417,0.0283,0.0283
286.458,1.5500476,0.0283
286.5,27.5787179,0.0283
286.542,28.9492586,0.0283
286.583,29.2846702,0.0283
286.625,29.1249167,0.0283
286.667,29.4804779,0.0283
286.708,29.4502252,0.0283
286.75,29.2760387,0.0283
286.792,29.3653252,0.0283
286.833,29.4487819,0.0283
286.875,28.6339966,0.0283
286.917,2.0771634,0.0283
286.958,0.0283,0.0283
287,0.0283,0.0283
287.042,0.0283,0.0283
287.083,0.0283,0.0283
287.125,0.0283,0.0283
287.167,0.0283,0.0283
287.208,0.0283,0.0283
287.25,0.0283,0.0283
287.292,0.0283,0.0283
287.333,0.0283,0.0283
287.375,0.0283,0.0283
287.417,0.0283,0.0283
287.458,0.0283,0.0283
287.5,0.0283,0.0283
287.542,0.0283,0.0283
287.583,0.0283,0.0283
287.625,0.0283,0.0283
287.667,2.0432317,0.0283
287.708,45.1208691,0.0283
287.75,48.0462684,0.0283
287.792,47.933974,0.0283
287.833,47.9771598,0.0283
287.875,46.6843309,0.0283
287.917,3.1043402,0.0283
287.958,0.0283,0.0283
288,0.0283,0.0283
288.042,0.0283,0.0283
288.083,0.0283,0.0283
288.125,0.0283,0.0283
288.167,0.0283,0.0283
288.208,0.0283,0.0283
288.25,0.0283,0.0283
288.292,0.0283,0.0283
288.333,0.0283,0.0283
288.375,0.0283,0.0283
288.417,0.0283,0.0283
288.458,0.0283,0.0283
288.5,0.0283,0.0283
288.542,0.0283,0.0283
288.583,0.0283,0.0283
288.625,2.3314955,0.0283
288.667,50.9832707,0.0283
288.708,53.7070042,0.0283
288.75,53.5857953,0.0283
288.792,53.8714838,0.0283
288.833,53.7199373,0.0283
288.875,52.0886404,0.0283
288.917,3.2662445,0.0283
288.958,0.0283,0.0283
289,0.0283,0.0283
289.042,0.0283,0.0283
289.083,0.0283,0.0283
289.125,0.0283,0.0283
289.167,0.0283,0.0283
289.208,0.0283,0.0283
289.25,0.0283,0.0283
289.292,0.0283,0.0283
289.333,0.0283,0.0283
289.375,0.0283,0.0283
289.417,0.0283,0.0283
289.458,0.0283,0.0283
289.5,0.0283,0.0283
289.542,0.0283,0.0283
289.583,0.0283,0.0283
289.625,2.0414488,0.0283
289.667,44.9668039,0.0283
289.708,48.1931454,0.0283
289.75,48.2377179,0.0283
289.792,47.0657866,0.0283
289.833,16.9685102,0.0283
289.875,14.1150778,0.0283
289.917,1.6714263,0.0283
289.958,0.0283,0.0283
290,0.0283,0.0283
290.042,0.0283,0.0283
290.083,0.0283,0.0283
290.125,0.0283,0.0283
290.167,0.0283,0.0283
290.208,0.0283,0.0283
290.25,0.0283,0.0283
290.292,0.0283,0.0283
290.333,0.0283,0.0283
290.375,0.0283,0.0283
290.417,0.0283,0.0283
290.458,0.0283,0.0283
290.5,0.0283,0.0283
290.542,0.0283,0.0283
290.583,0.0283,0.0283
290.625,3.3069682,0.0283
290.667,50.8133858,0.0283
290.708,53.548694,0.0283
290.75,53.5544672,0.0283
290.792,53.6783646,0.0283
290.833,53.7214938,0.0283
290.875,51.9176801,0.0283
290.917,6.1285914,0.0283
290.958,0.0283,0.0283
291,0.0283,0.0283
291.042,0.0283,0.0283
291.083,0.0283,0.0283
291.125,0.0283,0.0283
291.167,0.0283,0.0283
291.208,0.0283,0.0283
291.25,0.0283,0.0283
291.292,0.0283,0.0283
291.333,0.0283,0.0283
291.375,0.0283,0.0283
291.417,0.0283,0.0283
291.458,0.0283,0.0283
291.5,0.0283,0.0283
291.542,0.0283,0.0283
291.583,0.0283,0.0283
291.625,0.0283,0.0283
291.667,0.0283,0.0283
291.708,2.3271939,0.0283
291.75,50.6622638,0.0283
291.792,53.5501656,0.0283
291.833,53.3326801,0.0283
291.875,51.8442133,0.0283
291.917,3.2565093,0.0283
291.958,0.0283,0.0283
292,0.0283,0.0283
292.042,0.0283,0.0283
292.083,0.0283,0.0283
292.125,0.0283,0.0283
292.167,0.0283,0.0283
292.208,0.0283,0.0283
292.25,0.0283,0.0283
292.292,0.0283,0.0283
292.333,0.0283,0.0283
292.375,0.0283,0.0283
292.417,0.0283,0.0283
292.458,0.0283,0.0283
292.5,0.0283,0.0283
292.542,0.0283,0.0283
292.583,0.0283,0.0283
292.625,1.5634901,0.0283
292.667,35.9056533,0.0283
292.708,37.8276478,0.0283
292.75,37.7236453,0.0283
292.792,38.2325076,0.0283
292.833,37.9352444,0.0283
292.875,41.194895,0.0283
292.917,3.2743949,0.0283
292.958,0.0283,0.0283
293,0.0283,0.0283
293.042,0.0283,0.0283
293.083,0.0283,0.0283
293.125,0.0283,0.0283
293.167,0.0283,0.0283
293.208,0.0283,0.0283
293.25,0.0283,0.0283
293.292,0.0283,0.0283
293.333,0.0283,0.0283
293.375,0.0283,0.0283
293.417,0.0283,0.0283
293.458,0.0283,0.0283
293.5,0.0283,0.0283
293.542,0.0283,0.0283
293.583,0.0283,0.0283
293.625,0.0283,0.0283
293.667,0.0283,0.0283
293.708,2.2326436,0.0283
293.75,50.5628742,0.0283
293.792,53.4162783,0.0283
293.833,53.6394521,0.0283
293.875,51.7967259,0.0283
293.917,3.1615062,0.0283
293.958,0.0283,0.0283
294,0.0283,0.0283
294.042,0.0283,0.0283
294.083,0.0283,0.0283
294.125,0.0283,0.0283
294.167,0.0283,0.0283
294.208,0.0283,0.0283
294.25,0.0283,0.0283
294.292,0.0283,0.0283
294.333,0.0283,0.0283
294.375,0.0283,0.0283
294.417,0.0283,0.0283
294.458,0.0283,0.0283
294.5,0.0283,0.0283
294.542,0.0283,0.0283
294.583,0.0283,0.0283
294.625,0.0283,0.0283
294.667,0.0283,0.0283
294.708,2.3541921,0.0283
294.75,50.8235172,0.0283
294.792,53.5372042,0.0283
294.833,51.9306132,0.0283
294.875,3.5255291,0.0283
294.917,0.0283,0.0283
294.958,0.0283,0.0283
295,0.0283,0.0283
295.042,0.0283,0.0283
295.083,0.0283,0.0283
295.125,0.0283,0.0283
295.167,0.0283,0.0283
295.208,0.0283,0.0283
295.25,0.0283,0.0283
295.292,0.0283,0.0283
295.333,0.0283,0.0283
295.375,0.0283,0.0283
295.417,0.0283,0.0283
295.458,0.0283,0.0283
295.5,0.0283,0.0283
295.542,0.0283,0.0283
295.583,0.0283,0.0283
295.625,0.0283,0.0283
295.667,0.0283,0.0283
295.708,2.3082046,0.0283
295.75,49.7909068,0.0283
295.792,53.6396785,0.0283
295.833,53.3511034,0.0283
295.875,51.9391598,0.0283
295.917,3.2526039,0.0283
295.958,0.0283,0.0283
296,0.0283,0.0283
296.042,0.0283,0.0283
296.083,0.0283,0.0283
296.125,0.0283,0.0283
296.167,0.0283,0.0283
296.208,0.0283,0.0283
296.25,0.0283,0.0283
296.292,0.0283,0.0283
296.333,0.0283,0.0283
296.375,0.0283,0.0283
296.417,0.0283,0.0283
296.458,0.0283,0.0283
296.5,0.0283,0.0283
296.542,0.0283,0.0283
296.583,0.0283,0.0283
296.625,0.0283,0.0283
296.667,0.0283,0.0283
296.708,3.2389067,0.0283
296.75,50.5125002,0.0283
296.792,53.4811136,0.0283
296.833,53.5257427,0.0283
296.875,51.8960589,0.0283
296.917,3.1918155,0.0283
296.958,0.0283,0.0283
297,0.0283,0.0283
297.042,0.0283,0.0283
297.083,0.0283,0.0283
297.125,0.0283,0.0283
297.167,0.0283,0.0283
297.208,0.0283,0.0283
297.25,0.0283,0.0283
297.292,0.0283,0.0283
297.333,0.0283,0.0283
297.375,0.0283,0.0283
297.417,0.0283,0.0283
297.458,0.0283,0.0283
297.5,0.0283,0.0283
297.542,0.0283,0.0283
297.583,1.916193,0.0283
297.625,40.3572433,0.0283
297.667,52.8144788,0.0283
297.708,53.5042064,0.0283
297.75,53.3961287,0.0283
297.792,53.5702869,0.0283
297.833,53.5314027,0.0283
297.875,51.8312519,0.0283
297.917,4.0339952,0.0283
297.958,0.0283,0.0283
298,0.0283,0.0283
298.042,0.0283,0.0283
298.083,0.0283,0.0283
298.125,0.0283,0.0283
298.167,0.0283,0.0283
298.208,0.0283,0.0283
298.25,0.0283,0.0283
298.292,0.0283,0.0283
298.333,0.0283,0.0283
298.375,0.0283,0.0283
298.417,0.0283,0.0283
298.458,0.0283,0.0283
298.5,0.0283,0.0283
298.542,0.0283,0.0283
298.583,0.0283,0.0283
298.625,3.0848698,0.0283
298.667,50.6633392,0.0283
298.708,53.4838587,0.0283
298.75,53.32852,0.0283
298.792,53.3458113,0.0283
298.833,53.5631553,0.0283
298.875,53.5054799,0.0283
298.917,51.9089354,0.0283
298.958,3.4679669,0.0283
299,0.0283,0.0283
299.042,0.0283,0.0283
299.083,0.0283,0.0283
299.125,0.0283,0.0283
299.167,0.0283,0.0283
299.208,0.0283,0.0283
299.25,0.0283,0.0283
299.292,0.0283,0.0283
299.333,0.0283,0.0283
299.375,0.0283,0.0283
299.417,0.0283,0.0283
299.458,0.0283,0.0283
299.5,0.0283,0.0283
299.542,2.3034785,0.0283
299.583,50.5154434,0.0283
299.625,53.5198846,0.0283
299.667,53.4436444,0.0283
299.708,53.5199412,0.0283
299.75,53.5760884,0.0283
299.792,53.548694,0.0283
299.833,53.4307396,0.0283
299.875,51.8326669,0.0283
299.917,3.7378923,0.0283
299.958,0.0283,0.0283
300,0.0283,0.0283
300.042,0.0283,0.0283
300.083,0.0283,0.0283
300.125,0.0283,0.0283
300.167,0.0283,0.0283
300.208,0.0283,0.0283
300.25,0.0283,0.0283
300.292,0.0283,0.0283
300.333,0.0283,0.0283
300.375,0.0283,0.0283
300.417,0.0283,0.0283
300.458,0.0283,0.0283
300.5,0.0283,0.0283
300.542,0.0283,0.0283
300.583,2.3548147,0.0283
300.625,50.273535,0.0283
300.667,53.3170019,0.0283
300.708,53.3328216,0.0283
300.75,53.1614085,0.0283
300.792,53.2449501,0.0283
300.833,53.3760357,0.0283
300.875,51.7391071,0.0283
300.917,3.4479871,0.0283
300.958,0.0283,0.0283
301,0.0283,0.0283
301.042,0.0283,0.0283
301.083,0.0283,0.0283
301.125,0.0283,0.0283
301.167,0.0283,0.0283
301.208,0.0283,0.0283
301.25,0.0283,0.0283
301.292,0.0283,0.0283
301.333,0.0283,0.0283
301.375,0.0283,0.0283
301.417,0.0283,0.0283
301.458,0.0283,0.0283
301.5,0.0283,0.0283
301.542,0.0283,0.0283
301.583,2.1015863,0.0283
301.625,50.6481138,0.0283
301.667,53.0142768,0.0283
301.708,53.1183359,0.0283
301.75,53.0275778,0.0283
301.792,42.3957489,0.0283
301.833,3.2446516,0.0283
301.875,0.0283,0.0283
301.917,0.0283,0.0283
301.958,0.0283,0.0283
302,0.0283,0.0283
302.042,0.0283,0.0283
302.083,0.0283,0.0283
302.125,0.0283,0.0283
302.167,0.0283,0.0283
302.208,0.0283,0.0283
302.25,0.0283,0.0283
302.292,0.0283,0.0283
302.333,0.0283,0.0283
302.375,0.0283,0.0283
302.417,0.0283,0.0283
302.458,0.0283,0.0283
302.5,0.0283,0.0283
302.542,0.0283,0.0283
302.583,0.0283,0.0283
302.625,1.7308846,0.0283
302.667,40.0921572,0.0283
302.708,52.5323844,0.0283
302.75,51.2767417,0.0283
302.792,3.2749043,0.0283
302.833,0.0283,0.0283
302.875,0.0283,0.0283
302.917,0.0283,0.0283
302.958,0.0283,0.0283
303,0.0283,0.0283
303.042,0.0283,0.0283
303.083,0.0283,0.0283
303.125,0.0283,0.0283
303.167,0.0283,0.0283
303.208,0.0283,0.0283
303.25,0.0283,0.0283
303.292,0.0283,0.0283
303.333,0.0283,0.0283
303.375,0.0283,0.0283
303.417,0.0283,0.0283
303.458,0.0283,0.0283
303.5,0.0283,0.0283
303.542,0.0283,0.0283
303.583,0.0283,0.0283
303.625,2.8134728,0.0283
303.667,50.0201368,0.0283
303.708,52.8576363,0.0283
303.75,51.3431901,0.0283
303.792,3.3101378,0.0283
303.833,0.0283,0.0283
303.875,0.0283,0.0283
303.917,0.0283,0.0283
303.958,0.0283,0.0283
304,0.0283,0.0283
304.042,0.0283,0.0283
304.083,0.0283,0.0283
304.125,0.0283,0.0283
304.167,0.0283,0.0283
304.208,0.0283,0.0283
304.25,0.0283,0.0283
304.292,0.0283,0.0283
304.333,0.0283,0.0283
304.375,0.0283,0.0283
304.417,0.0283,0.0283
304.458,0.0283,0.0283
304.5,0.0283,0.0283
304.542,0.0283,0.0283
304.583,0.0283,0.0283
304.625,0.0283,0.0283
304.667,0.0283,0.0283
304.708,2.1353765,0.0283
304.75,44.0699769,0.0283
304.792,47.1134438,0.0283
304.833,47.1925706,0.0283
304.875,46.0624384,0.0283
304.917,3.1233861,0.0283
304.958,0.0283,0.0283
305,0.0283,0.0283
305.042,0.0283,0.0283
305.083,0.0283,0.0283
305.125,0.0283,0.0283
305.167,0.0283,0.0283
305.208,0.0283,0.0283
305.25,0.0283,0.0283
305.292,0.0283,0.0283
305.333,0.0283,0.0283
305.375,0.0283,0.0283
305.417,0.0283,0.0283
305.458,0.0283,0.0283
305.5,0.0283,0.0283
305.542,0.0283,0.0283
305.583,0.0283,0.0283
305.625,0.0283,0.0283
305.667,0.0283,0.0283
305.708,2.1685441,0.0283
305.75,44.1981193,0.0283
305.792,46.9071934,0.0283
305.833,47.2893566,0.0283
305.875,50.1739473,0.0283
305.917,3.8584786,0.0283
305.958,0.0283,0.0283
306,0.0283,0.0283
306.042,0.0283,0.0283
306.083,0.0283,0.0283
306.125,0.0283,0.0283
306.167,0.0283,0.0283
306.208,0.0283,0.0283
306.25,0.0283,0.0283
306.292,0.0283,0.0283
306.333,0.0283,0.0283
306.375,0.0283,0.0283
306.417,0.0283,0.0283
306.458,0.0283,0.0283
306.5,0.0283,0.0283
306.542,0.0283,0.0283
306.583,0.0283,0.0283
306.625,1.2665665,0.0283
306.667,27.3700054,0.0283
306.708,41.2971712,0.0283
306.75,42.0457628,0.0283
306.792,41.9738525,0.0283
306.833,42.0026902,0.0283
306.875,40.9934839,0.0283
306.917,3.2809322,0.0283
306.958,0.0283,0.0283
307,0.0283,0.0283
307.042,0.0283,0.0283
307.083,0.0283,0.0283
307.125,0.0283,0.0283
307.167,0.0283,0.0283
307.208,0.0283,0.0283
307.25,0.0283,0.0283
307.292,0.0283,0.0283
307.333,0.0283,0.0283
307.375,0.0283,0.0283
307.417,0.0283,0.0283
307.458,0.0283,0.0283
307.5,0.0283,0.0283
307.542,0.0283,0.0283
307.583,0.0283,0.0283
307.625,0.0283,0.0283
307.667,0.0283,0.0283
307.708,1.4695058,0.0283
307.75,26.8214948,0.0283
307.792,28.4555085,0.0283
307.833,28.4742148,0.0283
307.875,27.71985,0.0283
307.917,2.1476304,0.0283
307.958,0.0283,0.0283
308,0.0283,0.0283
308.042,0.0283,0.0283
308.083,0.0283,0.0283
308.125,0.0283,0.0283
308.167,0.0283,0.0283
308.208,0.0283,0.0283
308.25,0.0283,0.0283
308.292,0.0283,0.0283
308.333,0.0283,0.0283
308.375,0.0283,0.0283
308.417,0.0283,0.0283
308.458,0.0283,0.0283
308.5,0.0283,0.0283
308.542,0.0283,0.0283
308.583,0.0283,0.0283
308.625,0.0283,0.0283
308.667,0.0283,0.0283
308.708,2.1500359,0.0283
308.75,44.2135994,0.0283
308.792,46.4483089,0.0283
308.833,42.0255,0.0283
308.875,41.0235102,0.0283
308.917,3.0218457,0.0283
308.958,0.0283,0.0283
309,0.0283,0.0283
309.042,0.0283,0.0283
309.083,0.0283,0.0283
309.125,0.0283,0.0283
309.167,0.0283,0.0283
309.208,0.0283,0.0283
309.25,0.0283,0.0283
309.292,0.0283,0.0283
309.333,0.0283,0.0283
309.375,0.0283,0.0283
309.417,0.0283,0.0283
309.458,0.0283,0.0283
309.5,0.0283,0.0283
309.542,0.0283,0.0283
309.583,0.0283,0.0283
309.625,0.0283,0.0283
309.667,1.8892514,0.0283
309.708,39.4024579,0.0283
309.75,41.5936137,0.0283
309.792,33.6642367,0.0283
309.833,32.1306314,0.0283
309.875,2.4679298,0.0283
309.917,0.0283,0.0283
309.958,0.0283,0.0283
310,0.0283,0.0283
310.042,0.0283,0.0283
310.083,0.0283,0.0283
310.125,0.0283,0.0283
310.167,0.0283,0.0283
310.208,0.0283,0.0283
310.25,0.0283,0.0283
310.292,0.0283,0.0283
310.333,0.0283,0.0283
310.375,0.0283,0.0283
310.417,0.0283,0.0283
310.458,0.0283,0.0283
310.5,0.0283,0.0283
310.542,0.0283,0.0283
310.583,0.0283,0.0283
310.625,0.0283,0.0283
310.667,2.0907474,0.0283
310.708,44.2945657,0.0283
310.75,46.9276543,0.0283
310.792,46.824048,0.0283
310.833,45.5787065,0.0283
310.875,3.2673482,0.0283
310.917,0.0283,0.0283
310.958,0.0283,0.0283
311,0.0283,0.0283
311.042,0.0283,0.0283
311.083,0.0283,0.0283
311.125,0.0283,0.0283
311.167,0.0283,0.0283
311.208,0.0283,0.0283
311.25,0.0283,0.0283
311.292,0.0283,0.0283
311.333,0.0283,0.0283
311.375,0.0283,0.0283
311.417,0.0283,0.0283
311.458,0.0283,0.0283
311.5,0.0283,0.0283
311.542,0.0283,0.0283
311.583,0.0283,0.0283
311.625,0.0283,0.0283
311.667,0.0283,0.0283
311.708,1.7179515,0.0283
311.75,39.0137857,0.0283
311.792,41.8354655,0.0283
311.833,41.5849822,0.0283
311.875,40.9083575,0.0283
311.917,3.2377181,0.0283
311.958,0.0283,0.0283
312,0.0283,0.0283
312.042,0.0283,0.0283
312.083,0.0283,0.0283
312.125,0.0283,0.0283
312.167,0.0283,0.0283
312.208,0.0283,0.0283
312.25,0.0283,0.0283
312.292,0.0283,0.0283
312.333,0.0283,0.0283
312.375,0.0283,0.0283
312.417,0.0283,0.0283
312.458,0.0283,0.0283
312.5,0.0283,0.0283
312.542,0.0283,0.0283
312.583,0.0283,0.0283
312.625,0.0283,0.0283
312.667,0.0283,0.0283
