$Trinity Lake updated withdrawals year 2016 YC 08/31/22,,
",,,",,
Jday,Power generation and Jet (cms),Auxiallary (cms)
135.625,227.6515675,0.0283
135.667,227.8303103,0.0283
135.708,227.7227137,0.0283
135.75,227.8868254,0.0283
135.792,226.0001493,0.0283
135.833,224.1572816,0.0283
135.875,224.1415468,0.0283
135.917,224.1191049,0.0283
135.958,224.1946093,0.0283
136,224.1386319,0.0283
136.042,224.1270572,0.0283
136.083,224.107134,0.0283
136.125,224.1412921,0.0283
136.167,224.2188341,0.0283
136.208,224.1898832,0.0283
136.25,224.1534611,0.0283
136.292,224.2309182,0.0283
136.333,185.6592351,0.0283
136.375,176.7149069,0.0283
136.417,176.7547816,0.0283
136.458,176.7067282,0.0283
136.5,176.7084828,0.0283
136.542,176.2004412,0.0283
136.583,176.6399402,0.0283
136.625,176.7202556,0.0283
136.667,176.6705325,0.0283
136.708,176.6789942,0.0283
136.75,176.7207367,0.0283
136.792,176.7429805,0.0283
136.833,176.7488952,0.0283
136.875,176.7056245,0.0283
136.917,176.7180765,0.0283
136.958,176.7871568,0.0283
137,176.717935,0.0283
137.042,176.6894086,0.0283
137.083,176.7022851,0.0283
137.125,176.7025398,0.0283
137.167,176.6986344,0.0283
137.208,176.7331887,0.0283
137.25,176.7015493,0.0283
137.292,176.7137749,0.0283
137.333,176.7042661,0.0283
137.375,166.6624073,0.0283
137.417,119.6316278,0.0283
137.458,122.0775685,0.0283
137.5,144.4195412,0.0283
137.542,146.4351804,0.0283
137.583,146.672674,0.0283
137.625,147.0613462,0.0283
137.667,147.3780232,0.0283
137.708,147.5134387,0.0283
137.75,147.8894325,0.0283
137.792,148.3355537,0.0283
137.833,148.4565928,0.0283
137.875,148.5083252,0.0283
137.917,148.7285841,0.0283
137.958,149.0023017,0.0283
138,149.5333795,0.0283
138.042,149.4931369,0.0283
138.083,149.7869192,0.0283
138.125,150.2245787,0.0283
138.167,150.2130323,0.0283
138.208,150.7514115,0.0283
138.25,130.9418077,0.0283
138.292,93.0869353,0.0283
138.333,96.4533052,0.0283
138.375,94.801887,0.0283
138.417,95.6456798,0.0283
138.458,96.7627374,0.0283
138.5,113.0669334,0.0283
138.542,114.3682806,0.0283
138.583,113.7895739,0.0283
138.625,113.8154118,0.0283
138.667,114.1260892,0.0283
138.708,114.1537383,0.0283
138.75,113.7448882,0.0283
138.792,113.8801905,0.0283
138.833,114.2028954,0.0283
138.875,113.8183833,0.0283
138.917,114.0414722,0.0283
138.958,112.2176221,0.0283
139,113.3132566,0.0283
139.042,113.5433922,0.0283
139.083,114.0182662,0.0283
139.125,110.2333959,0.0283
139.167,109.6290211,0.0283
139.208,112.0575007,0.0283
139.25,112.2389886,0.0283
139.292,113.6080294,0.0283
139.333,113.0236627,0.0283
139.375,114.1883209,0.0283
139.417,113.9968997,0.0283
139.458,113.8846053,0.0283
139.5,113.8225717,0.0283
139.542,113.8903502,0.0283
139.583,113.6250943,0.0283
139.625,113.8845487,0.0283
139.667,112.3239452,0.0283
139.708,113.6427818,0.0283
139.75,114.0155211,0.0283
139.792,113.6600165,0.0283
139.833,113.8802471,0.0283
139.875,113.360461,0.0283
139.917,113.8036956,0.0283
139.958,111.9108218,0.0283
140,86.1827258,0.0283
140.042,79.0563896,0.0283
140.083,79.1571376,0.0283
140.125,83.0039849,0.0283
140.167,92.3155339,0.0283
140.208,95.6754231,0.0283
140.25,80.9856855,25.9779284
140.292,70.6921265,64.0550407
140.333,74.9495502,64.0550407
140.375,79.0779259,64.0550407
140.417,79.0694359,64.0550407
140.458,79.1168667,64.0550407
140.5,79.0304951,56.7599516
140.542,79.2852234,0.0283
140.583,80.118715,0.0283
140.625,114.9071692,0.0283
140.667,123.4453075,0.0283
140.708,123.0176945,0.0283
140.75,123.0739549,0.0283
140.792,123.6812446,0.0283
140.833,122.7324588,0.0283
140.875,114.4733019,0.0283
140.917,102.3326585,0.0283
140.958,102.3975221,0.0283
141,112.9833069,0.0283
141.042,123.4726453,0.0283
141.083,123.3630677,0.0283
141.125,122.7887475,0.0283
141.167,123.0119213,0.0283
141.208,123.1602982,0.0283
141.25,123.2236336,0.0283
141.292,123.5157179,0.0283
141.333,123.2063989,0.0283
141.375,117.9669086,0.0283
141.417,111.6185111,0.0283
141.458,112.2721845,0.0283
141.5,112.3443212,0.0283
141.542,111.5332998,0.0283
141.583,112.4751238,0.0283
141.625,111.7049393,0.0283
141.667,112.1269206,0.0283
141.708,112.1468438,0.0283
141.75,112.0233992,0.0283
141.792,112.0880647,0.0283
141.833,102.3963901,0.0283
141.875,91.9802921,0.0283
141.917,91.8637244,0.0283
141.958,109.8635432,0.0283
142,112.4061284,0.0283
142.042,111.9152083,0.0283
142.083,112.4248913,0.0283
142.125,112.211764,0.0283
142.167,112.5126496,0.0283
142.208,112.0303044,0.0283
142.25,112.2116225,0.0283
142.292,112.4880569,0.0283
142.333,112.1858129,0.0283
142.375,112.3844223,0.0283
142.417,112.3414063,0.0283
142.458,112.208934,0.0283
142.5,112.5257808,0.0283
142.542,112.3025787,0.0283
142.583,112.4261082,0.0283
142.625,112.8812288,0.0283
142.667,112.0807633,0.0283
142.708,112.6177558,0.0283
142.75,112.6307738,0.0283
142.792,112.5284976,0.0283
142.833,112.2348851,0.0283
142.875,112.8840588,0.0283
142.917,111.9660917,0.0283
142.958,112.2172542,0.0283
143,112.2248386,0.0283
143.042,112.3439533,0.0283
143.083,112.3973837,0.0283
143.125,112.1957462,0.0283
143.167,112.4247498,0.0283
143.208,112.9301029,0.0283
143.25,112.0576139,0.0283
143.292,112.3297184,0.0283
143.333,112.2490917,0.0283
143.375,112.5744851,0.0283
143.417,112.0417942,0.0283
143.458,112.217141,0.0283
143.5,111.3807345,0.0283
143.542,111.2024445,0.0283
143.583,103.4442825,0.0283
143.625,104.3555708,0.0283
143.667,103.467347,0.0283
143.708,109.1265263,0.0283
143.75,102.8482279,0.0283
143.792,108.4873425,0.0283
143.833,109.1784568,0.0283
143.875,112.73588,0.0283
143.917,112.6839212,0.0283
143.958,112.1627201,0.0283
144,112.2938623,0.0283
144.042,112.2649397,0.0283
144.083,112.2017175,0.0283
144.125,112.5917198,0.0283
144.167,112.1958311,0.0283
144.208,112.8121485,0.0283
144.25,106.1566394,0.0283
144.292,105.8412925,0.0283
144.333,106.9800845,0.0283
144.375,107.0994539,0.0283
144.417,106.5007957,0.0283
144.458,105.2520865,0.0283
144.5,105.7173102,0.0283
144.542,110.4035072,0.0283
144.583,112.5903897,0.0283
144.625,110.5501012,0.0283
144.667,111.7453234,0.0283
144.708,112.5702401,0.0283
144.75,112.6711579,0.0283
144.792,112.5672686,0.0283
144.833,112.8696258,0.0283
144.875,112.8480329,0.0283
144.917,112.8364299,0.0283
144.958,112.5183662,0.0283
145,112.9862501,0.0283
145.042,112.9343196,0.0283
145.083,112.787386,0.0283
145.125,112.5140929,0.0283
145.167,112.7874426,0.0283
145.208,112.8047622,0.0283
145.25,112.8423163,0.0283
145.292,112.7184755,0.0283
145.333,112.6436503,0.0283
145.375,112.6868361,0.0283
145.417,112.3356048,0.0283
145.458,112.5687968,0.0283
145.5,112.8350998,0.0283
145.542,112.1901994,0.0283
145.583,98.4413802,0.0283
145.625,98.9698544,0.0283
145.667,98.7698017,0.0283
145.708,98.3980812,0.0283
145.75,98.7135413,0.0283
145.792,98.4558981,0.0283
145.833,99.0862523,0.0283
145.875,98.2830417,0.0283
145.917,98.7898098,0.0283
145.958,98.3678285,0.0283
146,99.3195858,0.0283
146.042,98.20666,0.0283
146.083,98.5334401,0.0283
146.125,98.133363,0.0283
146.167,98.9323003,0.0283
146.208,98.5824557,0.0283
146.25,96.7552096,0.0283
146.292,90.3994258,0.0283
146.333,95.9334908,0.0283
146.375,98.6542811,0.0283
146.417,94.6450767,0.0283
146.458,85.1332203,0.0283
146.5,77.7348928,0.0283
146.542,80.8503549,0.0283
146.583,91.0129415,0.0283
146.625,90.4657044,0.0283
146.667,96.2661856,0.0283
146.708,98.8907276,0.0283
146.75,98.7711884,0.0283
146.792,98.3320573,0.0283
146.833,98.9267535,0.0283
146.875,98.1549559,0.0283
146.917,97.5905407,0.0283
146.958,94.1095841,0.0283
147,97.8456652,0.0283
147.042,81.7846794,0.0283
147.083,81.0360878,0.0283
147.125,80.3508033,0.0283
147.167,81.295146,0.0283
147.208,97.6424712,0.0283
147.25,98.8027712,0.0283
147.292,98.4197873,0.0283
147.333,98.637386,0.0283
147.375,98.6156799,0.0283
147.417,98.6271414,0.0283
147.458,99.3023511,0.0283
147.5,98.9497048,0.0283
147.542,99.0074368,0.0283
147.583,98.4301168,0.0283
147.625,98.9468182,0.0283
147.667,98.647291,0.0283
147.708,99.1109016,0.0283
147.75,98.725116,0.0283
147.792,98.8041579,0.0283
147.833,98.4485967,0.0283
147.875,98.727946,0.0283
147.917,98.5192052,0.0283
147.958,98.7755749,0.0283
148,81.1324493,0.0283
148.042,63.6418324,0.0283
148.083,62.5471601,0.0283
148.125,63.1837969,0.0283
148.167,63.721129,0.0283
148.208,96.8664852,0.0283
148.25,98.2514872,0.0283
148.292,98.5263934,0.0283
148.333,99.751557,0.0283
148.375,98.4442385,0.0283
148.417,98.605124,0.0283
148.458,99.9213853,0.0283
148.5,98.314766,0.0283
148.542,99.1712655,0.0283
148.583,99.7989595,0.0283
148.625,98.8776247,0.0283
148.667,99.1208915,0.0283
148.708,99.4664062,0.0283
148.75,98.4671898,0.0283
148.792,99.672317,0.0283
148.833,99.6824484,0.0283
148.875,98.975571,0.0283
148.917,82.0307762,0.0283
148.958,82.26527,0.0283
149,98.6413763,0.0283
149.042,99.7429255,0.0283
149.083,99.2346009,0.0283
149.125,99.283758,0.0283
149.167,98.3982227,0.0283
149.208,98.9838346,0.0283
149.25,97.6999768,0.0283
149.292,99.8365136,0.0283
149.333,99.8450885,0.0283
149.375,99.5226383,0.0283
149.417,99.5370713,0.0283
149.458,100.0493862,0.0283
149.5,99.529685,0.0283
149.542,99.0963554,0.0283
149.583,99.0792056,0.0283
149.625,99.3728181,0.0283
149.667,99.5052904,0.0283
149.708,99.4363233,0.0283
149.75,99.2115364,0.0283
149.792,99.8826143,0.0283
149.833,99.2447323,0.0283
149.875,99.1541157,0.0283
149.917,99.0260016,0.0283
149.958,99.0014938,0.0283
150,81.9905053,0.0283
150.042,81.3210405,0.0283
150.083,81.4533996,0.0283
150.125,81.0201549,0.0283
150.167,81.7443519,0.0283
150.208,82.4597476,0.0283
150.25,98.5308082,0.0283
150.292,99.3541118,0.0283
150.333,99.8047327,0.0283
150.375,99.4190037,0.0283
150.417,99.0346331,0.0283
150.458,100.1746137,0.0283
150.5,99.718446,0.0283
150.542,100.1531906,0.0283
150.583,100.0077003,0.0283
150.625,100.1099765,0.0283
150.667,99.5094788,0.0283
150.708,99.5728708,0.0283
150.75,99.3756481,0.0283
150.792,100.5101668,0.0283
150.833,99.508177,0.0283
150.875,99.0140024,0.0283
150.917,80.1577407,0.0283
150.958,79.4653246,0.0283
151,79.2926097,0.0283
151.042,79.7849165,0.0283
151.083,79.3358804,0.0283
151.125,79.2795068,0.0283
151.167,80.1074516,0.0283
151.208,80.4832756,0.0283
151.25,98.5624476,0.0283
151.292,99.1510876,0.0283
151.333,99.8393436,0.0283
151.375,100.1028166,0.0283
151.417,99.7442556,0.0283
151.458,99.8179488,0.0283
151.5,99.778725,0.0283
151.542,99.5672674,0.0283
151.583,99.4664062,0.0283
151.625,99.4229374,0.0283
151.667,100.4668395,0.0283
151.708,100.178887,0.0283
151.75,99.9457799,0.0283
151.792,99.6652137,0.0283
151.833,99.6607989,0.0283
151.875,99.8566349,0.0283
151.917,99.5830022,0.0283
151.958,98.236941,0.0283
152,77.200702,0.0283
152.042,75.8216147,0.0283
152.083,74.0723068,0.0283
152.125,70.4775842,0.0283
152.167,75.1981091,0.0283
152.208,71.7084644,0.0283
152.25,92.8614126,0.0283
152.292,93.2270203,0.0283
152.333,100.3836092,0.0283
152.375,100.2942944,0.0283
152.417,99.9414783,0.0283
152.458,99.8192789,0.0283
152.5,98.821053,0.0283
152.542,99.4504733,0.0283
152.583,99.7556322,0.0283
152.625,99.7918562,0.0283
152.667,80.9040966,0.0283
152.708,58.8767633,0.0283
152.75,58.9025446,0.0283
152.792,61.1385559,0.0283
152.833,63.4722305,0.0283
152.875,97.5475247,0.0283
152.917,100.1645106,0.0283
152.958,99.8148641,0.0283
153,99.207348,0.0283
153.042,99.6375646,0.0283
153.083,100.4239367,0.0283
153.125,99.643451,0.0283
153.167,99.970316,0.0283
153.208,99.6135096,0.0283
153.25,99.7975445,0.0283
153.292,99.9962105,0.0283
153.333,100.6383092,0.0283
153.375,100.0466977,0.0283
153.417,100.9063102,0.0283
153.458,99.6967965,0.0283
153.5,99.7183328,0.0283
153.542,99.3873926,0.0283
153.583,99.1740106,0.0283
153.625,99.3436408,0.0283
153.667,82.2345928,0.0283
153.708,58.9041577,0.0283
153.75,58.1872338,5.8310169
153.792,85.3557998,63.6110986
153.833,99.6392343,36.9298869
153.875,99.2259128,0.0283
153.917,98.5882289,0.0283
153.958,99.4551428,0.0283
154,99.1769538,0.0283
154.042,94.6908944,0.0283
154.083,99.1641905,0.0283
154.125,99.5255532,0.0283
154.167,98.7898381,0.0283
154.208,98.6383199,0.0283
154.25,100.4858288,0.0283
154.292,97.9777979,0.0283
154.333,62.2472084,0.0283
154.375,58.2721621,0.0283
154.417,58.5543414,0.0283
154.458,63.0146761,0.0283
154.5,97.3055031,0.0283
154.542,99.3297455,0.0283
154.583,99.2764,0.0283
154.625,99.2562504,0.0283
154.667,99.3253024,0.0283
154.708,99.5730406,0.0283
154.75,99.3642715,0.0283
154.792,99.2000183,0.0283
154.833,98.9151505,0.0283
154.875,99.3728181,0.0283
154.917,98.1764356,0.0283
154.958,97.0910457,0.0283
155,85.2571177,0.0283
155.042,90.1331794,0.0283
155.083,90.6572105,0.0283
155.125,94.5429137,0.0283
155.167,98.2282812,0.0283
155.208,98.081574,0.0283
155.25,99.5414861,0.0283
155.292,99.7399823,0.0283
155.333,99.7672918,0.0283
155.375,99.2634386,0.0283
155.417,98.7537839,0.0283
155.458,99.153861,0.0283
155.5,100.1615391,0.0283
155.542,99.5312132,0.0283
155.583,99.0057671,0.0283
155.625,97.9758452,0.0283
155.667,83.1407588,15.3584949
155.708,58.6667773,63.5523195
155.75,58.6233085,63.5523195
155.792,62.1458095,37.9548846
155.833,97.0822727,0.0283
155.875,99.4217205,0.0283
155.917,99.4808958,0.0283
155.958,93.8775524,0.0283
156,77.8673934,0.0283
156.042,84.5891811,0.0283
156.083,89.5341816,0.0283
156.125,96.5497233,0.0283
156.167,98.5392982,0.0283
156.208,98.6674972,0.0283
156.25,99.3009078,0.0283
156.292,99.2981061,0.0283
156.333,96.7410313,0.0283
156.375,98.6141517,0.0283
156.417,96.9528285,0.0283
156.458,94.3024769,0.0283
156.5,99.3542533,0.0283
156.542,98.4973576,0.0283
156.583,100.0149168,0.0283
156.625,99.3871379,0.0283
156.667,99.7845265,0.0283
156.708,100.4036173,0.0283
156.75,99.414504,0.0283
156.792,100.8313435,0.0283
156.833,100.0380096,0.0283
156.875,99.7242192,0.0283
156.917,99.8897459,0.0283
156.958,99.395826,0.0283
157,81.2850712,0.0283
157.042,79.3055994,0.0283
157.083,79.4322419,0.0283
157.125,80.0209668,0.0283
157.167,79.5574977,0.0283
157.208,79.8755897,0.0283
157.25,98.6803171,0.0283
157.292,100.210583,0.0283
157.333,100.7016446,0.0283
157.375,100.2870496,0.0283
157.417,99.795705,0.0283
157.458,100.1746986,0.0283
157.5,100.240864,0.0283
157.542,99.6693455,0.0283
157.583,100.0496126,0.0283
157.625,100.2309024,0.0283
157.667,72.1706883,0.0283
157.708,58.7744305,0.0283
157.75,60.9109956,0.0283
157.792,59.1057103,0.0283
157.833,59.2466726,0.0283
157.875,62.0598341,59.7819388
157.917,76.1081239,58.5475211
157.958,78.9901676,0.0283
158,78.1897587,0.0283
158.042,78.8016047,0.0283
158.083,78.9296622,0.0283
158.125,79.1198665,0.0283
158.167,79.0550595,0.0283
158.208,78.9139557,0.0283
158.25,79.3025996,0.0283
158.292,79.1255831,0.0283
158.333,79.0478147,0.0283
158.375,79.294053,0.0283
158.417,78.8533937,0.0283
158.458,79.4868326,0.0283
158.5,97.708863,0.0283
158.542,100.0811671,0.0283
158.583,99.6406776,0.0283
158.625,91.8167181,0.0283
158.667,88.0607704,0.0283
158.708,97.4321739,0.0283
158.75,97.099564,0.0283
158.792,97.0487655,0.0283
158.833,97.3356426,0.0283
158.875,97.1731157,0.0283
158.917,77.6513512,0.0283
158.958,66.3227763,0.0283
159,66.7820004,0.0283
159.042,66.3543874,0.0283
159.083,67.0167206,0.0283
159.125,66.2032088,0.0283
159.167,65.7136754,0.0283
159.208,66.7185801,0.0283
159.25,91.4632794,0.0283
159.292,97.090791,0.0283
159.333,97.9704965,0.0283
159.375,97.8237327,0.0283
159.417,97.7819902,0.0283
159.458,98.9106791,0.0283
159.5,96.9470553,0.0283
159.542,97.0478033,0.0283
159.583,96.9831095,0.0283
159.625,97.6971185,0.0283
159.667,97.2581006,0.0283
159.708,97.1081389,0.0283
159.75,96.9355372,0.0283
159.792,97.1874072,0.0283
159.833,97.1846055,0.0283
159.875,96.7238815,0.0283
159.917,80.8991158,0.0283
159.958,79.7792282,0.0283
160,79.8842778,0.0283
160.042,80.3104192,0.0283
160.083,80.5839104,0.0283
160.125,79.4595514,0.0283
160.167,79.545923,0.0283
160.208,79.6495576,0.0283
160.25,80.1490809,0.0283
160.292,79.4523066,0.0283
160.333,79.8612133,0.0283
160.375,79.6278798,0.0283
160.417,80.062681,0.0283
160.458,77.413801,0.0283
160.5,101.0616772,0.0283
160.542,79.878165,0.0283
160.583,97.6884021,0.0283
160.625,97.769142,0.0283
160.667,97.479633,0.0283
160.708,97.2104151,0.0283
160.75,97.3025882,0.0283
160.792,97.1255434,0.0283
160.833,97.2551857,0.0283
160.875,97.4695865,0.0283
160.917,97.2177731,0.0283
160.958,97.3026448,0.0283
161,97.5589013,0.0283
161.042,97.4293156,0.0283
161.083,97.12843,0.0283
161.125,97.1282885,0.0283
161.167,97.4407771,0.0283
161.208,107.4075843,0.0283
161.25,108.5319716,0.0283
161.292,106.3378726,0.0283
161.333,62.2322094,0.0283
161.375,58.9039879,0.0283
161.417,58.6881721,0.0283
161.458,59.5520296,0.0283
161.5,58.7747418,0.0283
161.542,58.7328295,0.0283
161.583,58.771742,0.0283
161.625,62.3259956,0.0283
161.667,103.1045127,0.0283
161.708,105.6397399,0.0283
161.75,105.7592225,0.0283
161.792,105.7217816,0.0283
161.833,105.55334,0.0283
161.875,104.6144875,0.0283
161.917,80.5364513,0.0283
161.958,79.2451789,0.0283
162,79.3286356,0.0283
162.042,79.1700707,0.0283
162.083,78.8621384,0.0283
162.125,78.8160377,0.0283
162.167,79.2392925,0.0283
162.208,78.7858133,0.0283
162.25,79.0029592,0.0283
162.292,79.3242208,0.0283
162.333,79.2191712,0.0283
162.375,79.8640716,0.0283
162.417,79.3989894,0.0283
162.458,79.1645239,0.0283
162.5,79.459608,0.0283
162.542,78.7209497,0.0283
162.583,103.6499386,0.0283
162.625,105.0508735,0.0283
162.667,105.2524827,0.0283
162.708,105.0621086,0.0283
162.75,105.4799581,0.0283
162.792,105.4252825,0.0283
162.833,105.9880846,0.0283
162.875,80.822819,0.0283
162.917,79.8943809,0.0283
162.958,80.1953231,0.0283
163,79.9937139,0.0283
163.042,80.0555777,0.0283
163.083,79.9000692,0.0283
163.125,79.908729,0.0283
163.167,79.7286844,0.0283
163.208,80.3780845,0.0283
163.25,80.3551049,0.0283
163.292,80.8847677,0.0283
163.333,80.419827,0.0283
163.375,80.6947332,0.0283
163.417,80.3824427,0.0283
163.458,81.6230581,0.0283
163.5,106.5668196,0.0283
163.542,108.2353593,0.0283
163.583,108.7650787,0.0283
163.625,108.8773448,0.0283
163.667,108.4197055,0.0283
163.708,108.3431823,0.0283
163.75,108.5981087,0.0283
163.792,108.1274797,0.0283
163.833,108.4585614,0.0283
163.875,107.2981765,0.0283
163.917,80.6774702,0.0283
163.958,79.7849165,0.0283
164,72.3663828,0.0283
164.042,71.1944515,0.0283
164.083,66.0635766,0.0283
164.125,65.1479867,0.0283
164.167,65.7280235,0.0283
164.208,65.6934409,0.0283
164.25,72.4772905,0.0283
164.292,96.6072289,0.0283
164.333,97.6525177,0.0283
164.375,97.6366414,0.0283
164.417,97.53595,0.0283
164.458,97.658206,0.0283
164.5,97.7056368,0.0283
164.542,97.7618972,0.0283
164.583,97.9345838,0.0283
164.625,97.8483537,0.0283
164.667,98.2368561,0.0283
164.708,97.904416,0.0283
164.75,97.6568476,0.0283
164.792,97.6956186,0.0283
164.833,97.7070801,0.0283
164.875,97.0765844,0.0283
164.917,77.0782196,0.0283
164.958,75.8634987,0.0283
165,66.2694308,0.0283
165.042,65.5640816,0.0283
165.083,66.2709024,0.0283
165.125,65.8578073,0.0283
165.167,65.690809,0.0283
165.208,65.507708,0.0283
165.25,65.5927495,0.0283
165.292,65.8117066,0.0283
165.333,65.4144029,0.0283
165.375,66.1745126,0.0283
165.417,75.1061058,0.0283
165.458,75.445819,0.0283
165.5,75.4459322,0.0283
165.542,76.0400341,0.0283
165.583,97.2378378,0.0283
165.625,97.887153,0.0283
165.667,97.9172359,0.0283
165.708,98.2067449,0.0283
165.75,98.0945071,0.0283
165.792,97.9605349,0.0283
165.833,97.7991117,0.0283
165.875,97.8612585,0.0283
165.917,97.8856814,0.0283
165.958,96.5410352,0.0283
166,67.4198541,0.0283
166.042,65.7280801,0.0283
166.083,66.011731,0.0283
166.125,65.5452338,0.0283
166.167,65.6447083,0.0283
166.208,65.684866,0.0283
166.25,66.171626,0.0283
166.292,66.9720349,0.0283
166.333,79.5113404,0.0283
166.375,80.5608459,0.0283
166.417,81.4420796,0.0283
166.458,81.0532942,0.0283
166.5,81.5269513,0.0283
166.542,97.2277347,0.0283
166.583,98.1074685,0.0283
166.625,98.0627545,0.0283
166.667,98.2126313,0.0283
166.708,98.4659163,0.0283
166.75,98.6445742,0.0283
166.792,98.2310546,0.0283
166.833,98.2498741,0.0283
166.875,97.9909291,0.0283
166.917,98.3578386,0.0283
166.958,95.2556209,0.0283
167,25.2182149,0.0283
167.042,21.9122655,0.0283
167.083,21.93533,0.0283
167.125,21.8860314,0.0283
167.167,21.9352734,0.0283
167.208,25.3090862,0.0283
167.25,68.2432709,0.0283
167.292,71.0592058,0.0283
167.333,70.762735,0.0283
167.375,70.7380008,0.0283
167.417,70.7625086,0.0283
167.458,70.7381423,0.0283
167.5,70.8444937,0.0283
167.542,38.1865767,0.0283
167.583,57.220902,0.0283
167.625,36.6616029,0.0283
167.667,71.0002852,0.0283
167.708,71.7271707,0.0283
167.75,96.3525289,0.0283
167.792,98.2152349,0.0283
167.833,98.20666,0.0283
167.875,95.5806464,0.0283
167.917,26.6861925,0.0283
167.958,22.0879236,0.0283
168,22.1382976,0.0283
168.042,22.1023283,0.0283
168.083,21.9338584,0.0283
168.125,21.9669977,0.0283
168.167,22.1498157,0.0283
168.208,25.6935134,0.0283
168.25,63.4940215,0.0283
168.292,65.6965539,0.0283
168.333,65.7123736,0.0283
168.375,65.6142009,0.0283
168.417,65.3508411,0.0283
168.458,65.7037421,0.0283
168.5,65.3452377,0.0283
168.542,65.5856745,0.0283
168.583,65.6720461,0.0283
168.625,65.1620235,0.0283
168.667,66.6897707,0.0283
168.708,96.0386536,0.0283
168.75,98.2499024,0.0283
168.792,98.5264217,0.0283
168.833,98.0771026,0.0283
168.875,97.0808577,0.0283
168.917,55.593086,0.0283
168.958,52.2874479,0.0283
169,52.3536699,0.0283
169.042,52.5236963,0.0283
169.083,52.1507872,0.0283
169.125,52.5466476,0.0283
169.167,52.5322712,0.0283
169.208,52.4804822,0.0283
169.25,52.4689641,0.0283
169.292,52.512065,0.0283
169.333,52.3824793,0.0283
169.375,52.5322712,0.0283
169.417,52.3537831,0.0283
169.458,52.4271933,0.0283
169.5,52.3941389,0.0283
169.542,52.5193947,0.0283
169.583,51.68146,0.0283
169.625,52.3393784,0.0283
169.667,56.1831976,0.0283
169.708,95.1734943,0.0283
169.75,98.2729386,0.0283
169.792,98.3996094,0.0283
169.833,98.5610326,0.0283
169.875,96.8577122,0.0283
169.917,55.6363284,0.0283
169.958,52.2500919,0.0283
170,52.4184486,0.0283
170.042,52.416977,0.0283
170.083,52.3480382,0.0283
170.125,52.2645249,0.0283
170.167,52.252837,0.0283
170.208,52.3678765,0.0283
170.25,52.4491824,0.0283
170.292,52.4258349,0.0283
170.333,52.4171185,0.0283
170.375,52.5798435,0.0283
