$Trinity Lake Swift Cr inflow Tw updated year 2016 YC 06/01/23,
",,,",
Jday,Swift 
297.792,8.51
297.833,8.51
297.875,8.51
297.917,8.51
297.958,8.51
298,8.58
298.042,8.58
298.083,8.58
298.125,8.58
298.167,8.58
298.208,8.58
298.25,8.58
298.292,8.58
298.333,8.58
298.375,8.58
298.417,8.58
298.458,8.58
298.5,8.58
298.542,8.58
298.583,8.58
298.625,8.58
298.667,8.58
298.708,8.58
298.75,8.58
298.792,8.58
298.833,8.58
298.875,8.58
298.917,8.58
298.958,8.58
299,7.66
299.042,7.66
299.083,7.66
299.125,7.66
299.167,7.66
299.208,7.66
299.25,7.66
299.292,7.66
299.333,7.66
299.375,7.66
299.417,7.66
299.458,7.66
299.5,7.66
299.542,7.66
299.583,7.66
299.625,7.66
299.667,7.66
299.708,7.66
299.75,7.66
299.792,7.66
299.833,7.66
299.875,7.66
299.917,7.66
299.958,7.66
300,8.38
300.042,8.38
300.083,8.38
300.125,8.38
300.167,8.38
300.208,8.38
300.25,8.38
300.292,8.38
300.333,8.38
300.375,8.38
300.417,8.38
300.458,8.38
300.5,8.38
300.542,8.38
300.583,8.38
300.625,8.38
300.667,8.38
300.708,8.38
300.75,8.38
300.792,8.38
300.833,8.38
300.875,8.38
300.917,8.38
300.958,8.38
301,7.96
301.042,7.96
301.083,7.96
301.125,7.96
301.167,7.96
301.208,7.96
301.25,7.96
301.292,7.96
301.333,7.96
301.375,7.96
301.417,7.96
301.458,7.96
301.5,7.96
301.542,7.96
301.583,7.96
301.625,7.96
301.667,7.96
301.708,7.96
301.75,7.96
301.792,7.96
301.833,7.96
301.875,7.96
301.917,7.96
301.958,7.96
302,7.23
302.042,7.23
302.083,7.23
302.125,7.23
302.167,7.23
302.208,7.23
302.25,7.23
302.292,7.23
302.333,7.23
302.375,7.23
302.417,7.23
302.458,7.23
302.5,7.23
302.542,7.23
302.583,7.23
302.625,7.23
302.667,7.23
302.708,7.23
302.75,7.23
302.792,7.23
302.833,7.23
302.875,7.23
302.917,7.23
302.958,7.23
303,8.1
303.042,8.1
303.083,8.1
303.125,8.1
303.167,8.1
303.208,8.1
303.25,8.1
303.292,8.1
303.333,8.1
303.375,8.1
303.417,8.1
303.458,8.1
303.5,8.1
303.542,8.1
303.583,8.1
303.625,8.1
303.667,8.1
303.708,8.1
303.75,8.1
303.792,8.1
303.833,8.1
303.875,8.1
303.917,8.1
303.958,8.1
304,7.41
304.042,7.41
304.083,7.41
304.125,7.41
304.167,7.41
304.208,7.41
304.25,7.41
304.292,7.41
304.333,7.41
304.375,7.41
304.417,7.41
304.458,7.41
304.5,7.41
304.542,7.41
304.583,7.41
304.625,7.41
304.667,7.41
304.708,7.41
304.75,7.41
304.792,7.41
304.833,7.41
304.875,7.41
304.917,7.41
304.958,7.41
305,6.9
305.042,6.9
305.083,6.9
305.125,6.9
305.167,6.9
305.208,6.9
305.25,6.9
305.292,6.9
305.333,6.9
305.375,6.9
305.417,6.9
305.458,6.9
305.5,6.9
305.542,6.9
305.583,6.9
305.625,6.9
305.667,6.9
305.708,6.9
305.75,6.9
305.792,6.9
305.833,6.9
305.875,6.9
305.917,6.9
305.958,6.9
306,7.06
306.042,7.06
306.083,7.06
306.125,7.06
306.167,7.06
306.208,7.06
306.25,7.06
306.292,7.06
306.333,7.06
306.375,7.06
306.417,7.06
306.458,7.06
306.5,7.06
306.542,7.06
306.583,7.06
306.625,7.06
306.667,7.06
306.708,7.06
306.75,7.06
306.792,7.06
306.833,7.06
306.875,7.06
306.917,7.06
306.958,7.06
307,6.6
307.042,6.6
307.083,6.6
307.125,6.6
307.167,6.6
307.208,6.6
307.25,6.6
307.292,6.6
307.333,6.6
307.375,6.6
307.417,6.6
307.458,6.6
307.5,6.6
307.542,6.6
307.583,6.6
307.625,6.6
307.667,6.6
307.708,6.6
307.75,6.6
307.792,6.6
307.833,6.6
307.875,6.6
307.917,6.6
307.958,6.6
308,6.82
308.042,6.82
308.083,6.82
308.125,6.82
308.167,6.82
308.208,6.82
308.25,6.82
308.292,6.82
308.333,6.82
308.375,6.82
308.417,6.82
308.458,6.82
308.5,6.82
308.542,6.82
308.583,6.82
308.625,6.82
308.667,6.82
308.708,6.82
308.75,6.82
308.792,6.82
308.833,6.82
308.875,6.82
308.917,6.82
308.958,6.82
309,7.44
309.042,7.44
309.083,7.44
309.125,7.44
309.167,7.44
309.208,7.44
309.25,7.44
309.292,7.44
309.333,7.44
309.375,7.44
309.417,7.44
309.458,7.44
309.5,7.44
309.542,7.44
309.583,7.44
309.625,7.44
309.667,7.44
309.708,7.44
309.75,7.44
309.792,7.44
309.833,7.44
309.875,7.44
309.917,7.44
309.958,7.44
310,7.34
310.042,7.34
310.083,7.34
310.125,7.34
310.167,7.34
310.208,7.34
310.25,7.34
310.292,7.34
310.333,7.34
310.375,7.34
310.417,7.34
310.458,7.34
310.5,7.34
310.542,7.34
310.583,7.34
310.625,7.34
310.667,7.34
310.708,7.34
310.75,7.34
310.792,7.34
310.833,7.34
310.875,7.34
310.917,7.34
310.958,7.34
311,7.94
311.042,7.94
311.083,7.94
311.125,7.94
311.167,7.94
311.208,7.94
311.25,7.94
311.292,7.94
311.333,7.94
311.375,7.94
311.417,7.94
311.458,7.94
311.5,7.94
311.542,7.94
311.583,7.94
311.625,7.94
311.667,7.94
311.708,7.94
311.75,7.94
311.792,7.94
311.833,7.94
311.875,7.94
311.917,7.94
311.958,7.94
312,8.02
312.042,8.02
312.083,8.02
312.125,8.02
312.167,8.02
312.208,8.02
312.25,8.02
312.292,8.02
312.333,8.02
312.375,8.02
312.417,8.02
312.458,8.02
312.5,8.02
312.542,8.02
312.583,8.02
312.625,8.02
312.667,8.02
312.708,8.02
312.75,8.02
312.792,8.02
312.833,8.02
312.875,8.02
312.917,8.02
312.958,8.02
313,7.91
313.042,7.91
313.083,7.91
313.125,7.91
313.167,7.91
313.208,7.91
313.25,7.91
313.292,7.91
313.333,7.91
313.375,7.91
313.417,7.91
313.458,7.91
313.5,7.91
313.542,7.91
313.583,7.91
313.625,7.91
313.667,7.91
313.708,7.91
313.75,7.91
313.792,7.91
313.833,7.91
313.875,7.91
313.917,7.91
313.958,7.91
314,7.76
314.042,7.76
314.083,7.76
314.125,7.76
314.167,7.76
314.208,7.76
314.25,7.76
314.292,7.76
314.333,7.76
314.375,7.76
314.417,7.76
314.458,7.76
314.5,7.76
314.542,7.76
314.583,7.76
314.625,7.76
314.667,7.76
314.708,7.76
314.75,7.76
314.792,7.76
314.833,7.76
314.875,7.76
314.917,7.76
314.958,7.76
315,7.73
315.042,7.73
315.083,7.73
315.125,7.73
315.167,7.73
315.208,7.73
315.25,7.73
315.292,7.73
315.333,7.73
315.375,7.73
315.417,7.73
315.458,7.73
315.5,7.73
315.542,7.73
315.583,7.73
315.625,7.73
315.667,7.73
315.708,7.73
315.75,7.73
315.792,7.73
315.833,7.73
315.875,7.73
315.917,7.73
315.958,7.73
316,8.04
316.042,8.04
316.083,8.04
316.125,8.04
316.167,8.04
316.208,8.04
316.25,8.04
316.292,8.04
316.333,8.04
316.375,8.04
316.417,8.04
316.458,8.04
316.5,8.04
316.542,8.04
316.583,8.04
316.625,8.04
316.667,8.04
316.708,8.04
316.75,8.04
316.792,8.04
316.833,8.04
316.875,8.04
316.917,8.04
316.958,8.04
317,8.31
317.042,8.31
317.083,8.31
317.125,8.31
317.167,8.31
317.208,8.31
317.25,8.31
317.292,8.31
317.333,8.31
317.375,8.31
317.417,8.31
317.458,8.31
317.5,8.31
317.542,8.31
317.583,8.31
317.625,8.31
317.667,8.31
317.708,8.31
317.75,8.31
317.792,8.31
317.833,8.31
317.875,8.31
317.917,8.31
317.958,8.31
318,7.31
318.042,7.31
318.083,7.31
318.125,7.31
318.167,7.31
318.208,7.31
318.25,7.31
318.292,7.31
318.333,7.31
318.375,7.31
318.417,7.31
318.458,7.31
318.5,7.31
318.542,7.31
318.583,7.31
318.625,7.31
318.667,7.31
318.708,7.31
318.75,7.31
318.792,7.31
318.833,7.31
318.875,7.31
318.917,7.31
318.958,7.31
319,7.61
319.042,7.61
319.083,7.61
319.125,7.61
319.167,7.61
319.208,7.61
319.25,7.61
319.292,7.61
319.333,7.61
319.375,7.61
319.417,7.61
319.458,7.61
319.5,7.61
319.542,7.61
319.583,7.61
319.625,7.61
319.667,7.61
319.708,7.61
319.75,7.61
319.792,7.61
319.833,7.61
319.875,7.61
319.917,7.61
319.958,7.61
320,8.12
320.042,8.12
320.083,8.12
320.125,8.12
320.167,8.12
320.208,8.12
320.25,8.12
320.292,8.12
320.333,8.12
320.375,8.12
320.417,8.12
320.458,8.12
320.5,8.12
320.542,8.12
320.583,8.12
320.625,8.12
320.667,8.12
320.708,8.12
320.75,8.12
320.792,8.12
320.833,8.12
320.875,8.12
320.917,8.12
320.958,8.12
321,5.99
321.042,5.99
321.083,5.99
321.125,5.99
321.167,5.99
321.208,5.99
321.25,5.99
321.292,5.99
321.333,5.99
321.375,5.99
321.417,5.99
321.458,5.99
321.5,5.99
321.542,5.99
321.583,5.99
321.625,5.99
321.667,5.99
321.708,5.99
321.75,5.99
321.792,5.99
321.833,5.99
321.875,5.99
321.917,5.99
321.958,5.99
322,5.18
322.042,5.18
322.083,5.18
322.125,5.18
322.167,5.18
322.208,5.18
322.25,5.18
322.292,5.18
322.333,5.18
322.375,5.18
322.417,5.18
322.458,5.18
322.5,5.18
322.542,5.18
322.583,5.18
322.625,5.18
322.667,5.18
322.708,5.18
322.75,5.18
322.792,5.18
322.833,5.18
322.875,5.18
322.917,5.18
322.958,5.18
323,5.19
323.042,5.19
323.083,5.19
323.125,5.19
323.167,5.19
323.208,5.19
323.25,5.19
323.292,5.19
323.333,5.19
323.375,5.19
323.417,5.19
323.458,5.19
323.5,5.19
323.542,5.19
323.583,5.19
323.625,5.19
323.667,5.19
323.708,5.19
323.75,5.19
323.792,5.19
323.833,5.19
323.875,5.19
323.917,5.19
323.958,5.19
324,5.7
324.042,5.7
324.083,5.7
324.125,5.7
324.167,5.7
324.208,5.7
324.25,5.7
324.292,5.7
324.333,5.7
324.375,5.7
324.417,5.7
324.458,5.7
324.5,5.7
324.542,5.7
324.583,5.7
324.625,5.7
324.667,5.7
324.708,5.7
324.75,5.7
324.792,5.7
324.833,5.7
324.875,5.7
324.917,5.7
324.958,5.7
325,6.29
325.042,6.29
325.083,6.29
325.125,6.29
325.167,6.29
325.208,6.29
325.25,6.29
325.292,6.29
325.333,6.29
325.375,6.29
325.417,6.29
325.458,6.29
325.5,6.29
325.542,6.29
325.583,6.29
325.625,6.29
325.667,6.29
325.708,6.29
325.75,6.29
325.792,6.29
325.833,6.29
325.875,6.29
325.917,6.29
325.958,6.29
326,6.41
326.042,6.41
326.083,6.41
326.125,6.41
326.167,6.41
326.208,6.41
326.25,6.41
326.292,6.41
326.333,6.41
326.375,6.41
326.417,6.41
326.458,6.41
326.5,6.41
326.542,6.41
326.583,6.41
326.625,6.41
326.667,6.41
326.708,6.41
326.75,6.41
326.792,6.41
326.833,6.41
326.875,6.41
326.917,6.41
326.958,6.41
327,5.68
327.042,5.68
327.083,5.68
327.125,5.68
327.167,5.68
327.208,5.68
327.25,5.68
327.292,5.68
327.333,5.68
327.375,5.68
327.417,5.68
327.458,5.68
327.5,5.68
327.542,5.68
327.583,5.68
327.625,5.68
327.667,5.68
327.708,5.68
327.75,5.68
327.792,5.68
327.833,5.68
327.875,5.68
327.917,5.68
327.958,5.68
328,5.22
328.042,5.22
328.083,5.22
328.125,5.22
328.167,5.22
328.208,5.22
328.25,5.22
328.292,5.22
328.333,5.22
328.375,5.22
328.417,5.22
328.458,5.22
328.5,5.22
328.542,5.22
328.583,5.22
328.625,5.22
328.667,5.22
328.708,5.22
328.75,5.22
328.792,5.22
328.833,5.22
328.875,5.22
328.917,5.22
328.958,5.22
329,4.8
329.042,4.8
329.083,4.8
329.125,4.8
329.167,4.8
329.208,4.8
329.25,4.8
329.292,4.8
329.333,4.8
329.375,4.8
329.417,4.8
329.458,4.8
329.5,4.8
329.542,4.8
329.583,4.8
329.625,4.8
329.667,4.8
329.708,4.8
329.75,4.8
329.792,4.8
329.833,4.8
329.875,4.8
329.917,4.8
329.958,4.8
330,5.38
330.042,5.38
330.083,5.38
330.125,5.38
330.167,5.38
330.208,5.38
330.25,5.38
330.292,5.38
330.333,5.38
330.375,5.38
330.417,5.38
330.458,5.38
330.5,5.38
330.542,5.38
330.583,5.38
330.625,5.38
330.667,5.38
330.708,5.38
330.75,5.38
330.792,5.38
330.833,5.38
330.875,5.38
330.917,5.38
330.958,5.38
331,5.34
331.042,5.34
331.083,5.34
331.125,5.34
331.167,5.34
331.208,5.34
331.25,5.34
331.292,5.34
331.333,5.34
331.375,5.34
331.417,5.34
331.458,5.34
331.5,5.34
331.542,5.34
331.583,5.34
331.625,5.34
331.667,5.34
331.708,5.34
331.75,5.34
331.792,5.34
331.833,5.34
331.875,5.34
331.917,5.34
331.958,5.34
332,4.78
332.042,4.78
332.083,4.78
332.125,4.78
332.167,4.78
332.208,4.78
332.25,4.78
332.292,4.78
332.333,4.78
332.375,4.78
332.417,4.78
332.458,4.78
332.5,4.78
332.542,4.78
332.583,4.78
332.625,4.78
332.667,4.78
332.708,4.78
332.75,4.78
332.792,4.78
332.833,4.78
332.875,4.78
332.917,4.78
332.958,4.78
333,5.14
333.042,5.14
333.083,5.14
333.125,5.14
333.167,5.14
333.208,5.14
333.25,5.14
333.292,5.14
333.333,5.14
333.375,5.14
333.417,5.14
333.458,5.14
333.5,5.14
333.542,5.14
333.583,5.14
333.625,5.14
333.667,5.14
333.708,5.14
333.75,5.14
333.792,5.14
333.833,5.14
333.875,5.14
333.917,5.14
333.958,5.14
334,4.57
334.042,4.57
334.083,4.57
334.125,4.57
334.167,4.57
334.208,4.57
334.25,4.57
334.292,4.57
334.333,4.57
334.375,4.57
334.417,4.57
334.458,4.57
334.5,4.57
334.542,4.57
334.583,4.57
334.625,4.57
334.667,4.57
334.708,4.57
334.75,4.57
334.792,4.57
334.833,4.57
334.875,4.57
334.917,4.57
334.958,4.57
335,5.01
335.042,5.01
335.083,5.01
335.125,5.01
335.167,5.01
335.208,5.01
335.25,5.01
335.292,5.01
335.333,5.01
335.375,5.01
335.417,5.01
335.458,5.01
335.5,5.01
335.542,5.01
335.583,5.01
335.625,5.01
335.667,5.01
335.708,5.01
335.75,5.01
335.792,5.01
335.833,5.01
335.875,5.01
335.917,5.01
335.958,5.01
336,4.33
336.042,4.33
336.083,4.33
336.125,4.33
336.167,4.33
336.208,4.33
336.25,4.33
336.292,4.33
336.333,4.33
336.375,4.33
336.417,4.33
336.458,4.33
336.5,4.33
336.542,4.33
336.583,4.33
336.625,4.33
336.667,4.33
336.708,4.33
336.75,4.33
336.792,4.33
336.833,4.33
336.875,4.33
336.917,4.33
336.958,4.33
337,3.74
337.042,3.74
337.083,3.74
337.125,3.74
337.167,3.74
337.208,3.74
337.25,3.74
337.292,3.74
337.333,3.74
337.375,3.74
337.417,3.74
337.458,3.74
337.5,3.74
337.542,3.74
337.583,3.74
337.625,3.74
337.667,3.74
337.708,3.74
337.75,3.74
337.792,3.74
337.833,3.74
337.875,3.74
337.917,3.74
337.958,3.74
338,3.74
338.042,3.74
338.083,3.74
338.125,3.74
338.167,3.74
338.208,3.74
338.25,3.74
338.292,3.74
338.333,3.74
338.375,3.74
338.417,3.74
338.458,3.74
338.5,3.74
338.542,3.74
338.583,3.74
338.625,3.74
338.667,3.74
338.708,3.74
338.75,3.74
338.792,3.74
338.833,3.74
338.875,3.74
338.917,3.74
338.958,3.74
339,4.35
339.042,4.35
339.083,4.35
339.125,4.35
339.167,4.35
339.208,4.35
339.25,4.35
339.292,4.35
339.333,4.35
339.375,4.35
339.417,4.35
339.458,4.35
339.5,4.35
339.542,4.35
339.583,4.35
339.625,4.35
339.667,4.35
339.708,4.35
339.75,4.35
339.792,4.35
339.833,4.35
339.875,4.35
339.917,4.35
339.958,4.35
340,3.98
340.042,3.98
340.083,3.98
340.125,3.98
340.167,3.98
340.208,3.98
340.25,3.98
340.292,3.98
340.333,3.98
340.375,3.98
340.417,3.98
340.458,3.98
340.5,3.98
340.542,3.98
340.583,3.98
340.625,3.98
340.667,3.98
340.708,3.98
340.75,3.98
340.792,3.98
340.833,3.98
340.875,3.98
340.917,3.98
340.958,3.98
341,3.27
341.042,3.27
341.083,3.27
341.125,3.27
341.167,3.27
341.208,3.27
341.25,3.27
341.292,3.27
341.333,3.27
341.375,3.27
341.417,3.27
341.458,3.27
341.5,3.27
341.542,3.27
341.583,3.27
341.625,3.27
341.667,3.27
341.708,3.27
341.75,3.27
341.792,3.27
341.833,3.27
341.875,3.27
341.917,3.27
341.958,3.27
342,1.85
342.042,1.85
342.083,1.85
342.125,1.85
342.167,1.85
342.208,1.85
342.25,1.85
342.292,1.85
342.333,1.85
342.375,1.85
342.417,1.85
342.458,1.85
342.5,1.85
342.542,1.85
342.583,1.85
342.625,1.85
342.667,1.85
342.708,1.85
342.75,1.85
342.792,1.85
342.833,1.85
342.875,1.85
342.917,1.85
342.958,1.85
343,2.09
343.042,2.09
343.083,2.09
343.125,2.09
343.167,2.09
343.208,2.09
343.25,2.09
343.292,2.09
343.333,2.09
343.375,2.09
343.417,2.09
343.458,2.09
343.5,2.09
343.542,2.09
343.583,2.09
343.625,2.09
343.667,2.09
343.708,2.09
343.75,2.09
343.792,2.09
343.833,2.09
343.875,2.09
343.917,2.09
343.958,2.09
344,2.9
344.042,2.9
344.083,2.9
344.125,2.9
344.167,2.9
344.208,2.9
344.25,2.9
344.292,2.9
344.333,2.9
344.375,2.9
344.417,2.9
344.458,2.9
344.5,2.9
344.542,2.9
344.583,2.9
344.625,2.9
344.667,2.9
344.708,2.9
344.75,2.9
344.792,2.9
344.833,2.9
344.875,2.9
344.917,2.9
344.958,2.9
345,4.04
345.042,4.04
345.083,4.04
345.125,4.04
345.167,4.04
345.208,4.04
345.25,4.04
345.292,4.04
345.333,4.04
345.375,4.04
345.417,4.04
345.458,4.04
345.5,4.04
345.542,4.04
345.583,4.04
345.625,4.04
345.667,4.04
345.708,4.04
345.75,4.04
345.792,4.04
345.833,4.04
345.875,4.04
345.917,4.04
345.958,4.04
346,3.43
346.042,3.43
346.083,3.43
346.125,3.43
346.167,3.43
346.208,3.43
346.25,3.43
346.292,3.43
346.333,3.43
346.375,3.43
346.417,3.43
346.458,3.43
346.5,3.43
346.542,3.43
346.583,3.43
346.625,3.43
346.667,3.43
346.708,3.43
346.75,3.43
346.792,3.43
346.833,3.43
346.875,3.43
346.917,3.43
346.958,3.43
347,3.23
347.042,3.23
347.083,3.23
347.125,3.23
347.167,3.23
347.208,3.23
347.25,3.23
347.292,3.23
347.333,3.23
347.375,3.23
347.417,3.23
347.458,3.23
347.5,3.23
347.542,3.23
347.583,3.23
347.625,3.23
347.667,3.23
347.708,3.23
347.75,3.23
347.792,3.23
347.833,3.23
347.875,3.23
347.917,3.23
347.958,3.23
348,3.31
348.042,3.31
348.083,3.31
348.125,3.31
348.167,3.31
348.208,3.31
348.25,3.31
348.292,3.31
348.333,3.31
348.375,3.31
348.417,3.31
348.458,3.31
348.5,3.31
348.542,3.31
348.583,3.31
348.625,3.31
348.667,3.31
348.708,3.31
348.75,3.31
348.792,3.31
348.833,3.31
348.875,3.31
348.917,3.31
348.958,3.31
349,3.59
349.042,3.59
349.083,3.59
349.125,3.59
349.167,3.59
349.208,3.59
349.25,3.59
349.292,3.59
349.333,3.59
349.375,3.59
349.417,3.59
349.458,3.59
349.5,3.59
349.542,3.59
349.583,3.59
349.625,3.59
349.667,3.59
349.708,3.59
349.75,3.59
349.792,3.59
349.833,3.59
349.875,3.59
349.917,3.59
349.958,3.59
350,4.84
350.042,4.84
350.083,4.84
350.125,4.84
350.167,4.84
350.208,4.84
350.25,4.84
350.292,4.84
350.333,4.84
350.375,4.84
350.417,4.84
350.458,4.84
350.5,4.84
350.542,4.84
350.583,4.84
350.625,4.84
350.667,4.84
350.708,4.84
350.75,4.84
350.792,4.84
350.833,4.84
350.875,4.84
350.917,4.84
350.958,4.84
351,4.2
351.042,4.2
351.083,4.2
351.125,4.2
351.167,4.2
351.208,4.2
351.25,4.2
351.292,4.2
351.333,4.2
351.375,4.2
351.417,4.2
351.458,4.2
351.5,4.2
351.542,4.2
351.583,4.2
351.625,4.2
351.667,4.2
351.708,4.2
351.75,4.2
351.792,4.2
351.833,4.2
351.875,4.2
351.917,4.2
351.958,4.2
352,2.85
352.042,2.85
352.083,2.85
352.125,2.85
352.167,2.85
352.208,2.85
352.25,2.85
352.292,2.85
352.333,2.85
352.375,2.85
352.417,2.85
352.458,2.85
352.5,2.85
352.542,2.85
352.583,2.85
352.625,2.85
352.667,2.85
352.708,2.85
352.75,2.85
352.792,2.85
352.833,2.85
352.875,2.85
352.917,2.85
352.958,2.85
353,2.31
353.042,2.31
353.083,2.31
353.125,2.31
353.167,2.31
353.208,2.31
353.25,2.31
353.292,2.31
353.333,2.31
353.375,2.31
353.417,2.31
353.458,2.31
353.5,2.31
353.542,2.31
353.583,2.31
353.625,2.31
353.667,2.31
353.708,2.31
353.75,2.31
353.792,2.31
353.833,2.31
353.875,2.31
353.917,2.31
353.958,2.31
354,2.52
354.042,2.52
354.083,2.52
354.125,2.52
354.167,2.52
354.208,2.52
354.25,2.52
354.292,2.52
354.333,2.52
354.375,2.52
354.417,2.52
354.458,2.52
354.5,2.52
354.542,2.52
354.583,2.52
354.625,2.52
354.667,2.52
354.708,2.52
354.75,2.52
354.792,2.52
354.833,2.52
354.875,2.52
354.917,2.52
354.958,2.52
355,3.47
355.042,3.47
355.083,3.47
355.125,3.47
355.167,3.47
355.208,3.47
355.25,3.47
355.292,3.47
355.333,3.47
355.375,3.47
355.417,3.47
355.458,3.47
355.5,3.47
355.542,3.47
355.583,3.47
355.625,3.47
355.667,3.47
355.708,3.47
355.75,3.47
355.792,3.47
355.833,3.47
355.875,3.47
355.917,3.47
355.958,3.47
356,3.54
356.042,3.54
356.083,3.54
356.125,3.54
356.167,3.54
356.208,3.54
356.25,3.54
356.292,3.54
356.333,3.54
356.375,3.54
356.417,3.54
356.458,3.54
356.5,3.54
356.542,3.54
356.583,3.54
356.625,3.54
356.667,3.54
356.708,3.54
356.75,3.54
356.792,3.54
356.833,3.54
356.875,3.54
356.917,3.54
356.958,3.54
357,2.47
357.042,2.47
357.083,2.47
357.125,2.47
357.167,2.47
357.208,2.47
357.25,2.47
357.292,2.47
357.333,2.47
357.375,2.47
357.417,2.47
357.458,2.47
357.5,2.47
357.542,2.47
357.583,2.47
357.625,2.47
357.667,2.47
357.708,2.47
357.75,2.47
357.792,2.47
357.833,2.47
357.875,2.47
357.917,2.47
357.958,2.47
358,2.75
358.042,2.75
358.083,2.75
358.125,2.75
358.167,2.75
358.208,2.75
358.25,2.75
358.292,2.75
358.333,2.75
358.375,2.75
358.417,2.75
358.458,2.75
358.5,2.75
358.542,2.75
358.583,2.75
358.625,2.75
358.667,2.75
358.708,2.75
358.75,2.75
358.792,2.75
358.833,2.75
358.875,2.75
358.917,2.75
358.958,2.75
359,2.26
359.042,2.26
359.083,2.26
359.125,2.26
359.167,2.26
359.208,2.26
359.25,2.26
359.292,2.26
359.333,2.26
359.375,2.26
359.417,2.26
359.458,2.26
359.5,2.26
359.542,2.26
359.583,2.26
359.625,2.26
359.667,2.26
359.708,2.26
359.75,2.26
359.792,2.26
359.833,2.26
359.875,2.26
359.917,2.26
359.958,2.26
360,1.94
360.042,1.94
360.083,1.94
360.125,1.94
360.167,1.94
360.208,1.94
360.25,1.94
360.292,1.94
360.333,1.94
360.375,1.94
360.417,1.94
360.458,1.94
360.5,1.94
360.542,1.94
360.583,1.94
360.625,1.94
360.667,1.94
360.708,1.94
360.75,1.94
360.792,1.94
360.833,1.94
360.875,1.94
360.917,1.94
360.958,1.94
361,1.07
361.042,1.07
361.083,1.07
361.125,1.07
361.167,1.07
361.208,1.07
361.25,1.07
361.292,1.07
361.333,1.07
361.375,1.07
361.417,1.07
361.458,1.07
361.5,1.07
361.542,1.07
361.583,1.07
361.625,1.07
361.667,1.07
361.708,1.07
361.75,1.07
361.792,1.07
361.833,1.07
361.875,1.07
361.917,1.07
361.958,1.07
362,1.76
362.042,1.76
362.083,1.76
362.125,1.76
362.167,1.76
362.208,1.76
362.25,1.76
362.292,1.76
362.333,1.76
362.375,1.76
362.417,1.76
362.458,1.76
362.5,1.76
362.542,1.76
362.583,1.76
362.625,1.76
362.667,1.76
362.708,1.76
362.75,1.76
362.792,1.76
362.833,1.76
362.875,1.76
362.917,1.76
362.958,1.76
363,2.41
363.042,2.41
363.083,2.41
363.125,2.41
363.167,2.41
363.208,2.41
363.25,2.41
363.292,2.41
363.333,2.41
363.375,2.41
363.417,2.41
363.458,2.41
363.5,2.41
363.542,2.41
363.583,2.41
363.625,2.41
363.667,2.41
363.708,2.41
363.75,2.41
363.792,2.41
363.833,2.41
363.875,2.41
363.917,2.41
363.958,2.41
364,2.22
364.042,2.22
364.083,2.22
364.125,2.22
364.167,2.22
364.208,2.22
364.25,2.22
364.292,2.22
364.333,2.22
364.375,2.22
364.417,2.22
364.458,2.22
364.5,2.22
364.542,2.22
364.583,2.22
364.625,2.22
364.667,2.22
364.708,2.22
364.75,2.22
364.792,2.22
364.833,2.22
364.875,2.22
364.917,2.22
364.958,2.22
365,2.47
365.042,2.47
365.083,2.47
365.125,2.47
365.167,2.47
365.208,2.47
365.25,2.47
365.292,2.47
365.333,2.47
365.375,2.47
365.417,2.47
365.458,2.47
365.5,2.47
365.542,2.47
365.583,2.47
365.625,2.47
365.667,2.47
365.708,2.47
365.75,2.47
365.792,2.47
365.833,2.47
365.875,2.47
365.917,2.47
365.958,2.47
366,2.71
366.042,2.71
366.083,2.71
366.125,2.71
366.167,2.71
366.208,2.71
366.25,2.71
366.292,2.71
366.333,2.71
366.375,2.71
366.417,2.71
366.458,2.71
366.5,2.71
366.542,2.71
366.583,2.71
366.625,2.71
366.667,2.71
366.708,2.71
366.75,2.71
366.792,2.71
366.833,2.71
366.875,2.71
366.917,2.71
366.958,2.71
367,2.36
