 Branch:,           1 , # of structures:,           1 , outlet temperatures
      JDAY,      T(C),   Q(m3/s),    ELEVCL,
   26.9794,      8.31,     27.09,    327.66,
   27.0208,      8.31,     16.72,    327.66,
   27.0628,      8.31,     26.71,    327.66,
   27.1042,      8.31,     16.93,    327.66,
   27.1465,      8.31,     16.91,    327.66,
   27.1878,      8.31,     17.53,    327.66,
   27.2299,      8.31,     26.77,    327.66,
   27.2715,      8.30,     28.65,    327.66,
   27.3130,      8.29,     58.37,    327.66,
   27.3544,      8.28,     94.77,    327.66,
   27.3961,      8.28,     71.47,    327.66,
   27.4378,      8.28,     70.64,    327.66,
   27.4797,      8.28,     67.41,    327.66,
   27.5214,      8.28,     67.40,    327.66,
   27.5630,      8.28,     65.18,    327.66,
   27.6047,      8.27,     64.97,    327.66,
   27.6466,      8.27,     71.12,    327.66,
   27.6881,      8.27,     69.72,    327.66,
   27.7299,      8.27,     67.19,    327.66,
   27.7715,      8.28,    116.66,    327.66,
   27.8133,      8.27,    118.01,    327.66,
   27.8551,      8.25,     74.41,    327.66,
   27.8966,      8.25,     62.36,    327.66,
   27.9385,      8.25,     59.83,    327.66,
   27.9804,      8.25,     29.79,    327.66,
   28.0222,      8.25,     27.53,    327.66,
   28.0635,      8.25,     24.83,    327.66,
   28.1057,      8.25,     25.69,    327.66,
   28.1472,      8.25,     21.52,    327.66,
   28.1885,      8.25,     22.14,    327.66,
   28.2301,      8.25,     23.74,    327.66,
   28.2722,      8.25,     23.34,    327.66,
   28.3138,      8.25,     47.87,    327.66,
   28.3553,      8.25,     56.18,    327.66,
   28.3969,      8.25,     57.20,    327.66,
   28.4387,      8.26,     56.97,    327.66,
   28.4804,      8.26,     50.28,    327.66,
   28.5221,      8.26,     50.20,    327.66,
   28.5640,      8.26,     46.38,    327.66,
   28.6055,      8.26,     46.36,    327.66,
   28.6475,      8.27,     47.29,    327.66,
   28.6891,      8.27,     49.97,    327.66,
   28.7305,      8.27,     53.75,    327.66,
   28.7723,      8.27,    116.84,    327.66,
   28.8140,      8.27,    119.74,    327.66,
   28.8557,      8.28,    103.89,    327.66,
   28.8976,      8.27,     62.85,    327.66,
   28.9390,      8.27,     49.20,    327.66,
   28.9808,      8.27,     66.34,    327.66,
   29.0225,      8.27,     69.52,    327.66,
   29.0643,      8.27,     43.30,    327.66,
   29.1061,      8.27,     41.95,    327.66,
   29.1480,      8.27,     39.45,    327.66,
   29.1894,      8.26,     40.48,    327.66,
   29.2310,      8.26,     40.39,    327.66,
   29.2731,      8.26,     42.93,    327.66,
   29.3146,      8.26,     43.75,    327.66,
   29.3563,      8.26,     57.46,    327.66,
   29.3979,      8.27,     55.10,    327.66,
   29.4395,      8.27,      4.45,    327.66,
   29.4814,      8.27,      1.46,    327.66,
   29.5233,      8.27,      0.53,    327.66,
   29.5646,      8.27,      0.40,    327.66,
   29.6063,      8.27,      0.74,    327.66,
   29.6479,      8.27,      0.81,    327.66,
   29.6902,      8.27,      3.46,    327.66,
   29.7314,      8.28,     43.84,    327.66,
   29.7731,      8.28,    116.47,    327.66,
   29.8147,      8.28,    117.69,    327.66,
   29.8564,      8.28,     49.95,    327.66,
   29.8983,      8.28,     55.84,    327.66,
   29.9402,      8.28,     45.82,    327.66,
   29.9815,      8.28,     55.41,    327.66,
   30.0233,      8.28,     49.79,    327.66,
   30.0651,      8.27,     54.58,    327.66,
   30.1067,      8.27,     48.90,    327.66,
   30.1487,      8.27,     44.45,    327.66,
   30.1902,      8.26,     45.49,    327.66,
   30.2320,      8.26,     49.98,    327.66,
   30.2737,      8.26,     43.45,    327.66,
   30.3154,      8.26,     50.50,    327.66,
   30.3570,      8.26,     54.36,    327.66,
   30.3988,      8.26,     52.12,    327.66,
   30.4405,      8.27,     62.75,    327.66,
   30.4822,      8.28,     55.33,    327.66,
   30.5238,      8.28,     57.97,    327.66,
   30.5655,      8.29,     54.80,    327.66,
   30.6070,      8.29,     61.52,    327.66,
   30.6488,      8.30,     68.96,    327.66,
   30.6906,      8.29,     66.20,    327.66,
   30.7322,      8.29,     66.26,    327.66,
   30.7739,      8.30,    103.45,    327.66,
   30.8155,      8.30,    118.64,    327.66,
   30.8573,      8.29,     54.24,    327.66,
   30.8990,      8.29,     61.81,    327.66,
   30.9406,      8.29,     58.32,    327.66,
   30.9827,      8.29,     55.98,    327.66,
   31.0242,      8.29,     65.84,    327.66,
   31.0659,      8.29,     48.66,    327.66,
   31.1076,      8.29,     40.80,    327.66,
   31.1493,      8.28,     45.03,    327.66,
   31.1909,      8.28,     45.07,    327.66,
   31.2329,      8.28,     44.93,    327.66,
   31.2744,      8.27,     45.79,    327.66,
   31.3161,      8.27,     56.84,    327.66,
   31.3578,      8.27,     68.10,    327.66,
   31.3994,      8.28,     67.35,    327.66,
   31.4411,      8.29,     59.07,    327.66,
   31.4829,      8.29,     53.98,    327.66,
   31.5246,      8.30,     64.05,    327.66,
   31.5663,      8.31,     59.40,    327.66,
   31.6079,      8.31,     54.35,    327.66,
   31.6498,      8.31,     54.63,    327.66,
   31.6913,      8.32,     60.51,    327.66,
   31.7331,      8.32,     74.93,    327.66,
   31.7748,      8.35,    112.87,    327.66,
   31.8164,      8.38,    119.19,    327.66,
   31.8582,      8.39,     60.57,    327.66,
   31.9000,      8.40,     54.67,    327.66,
   31.9418,      8.39,     49.94,    327.66,
   31.9835,      8.38,     48.36,    327.66,
   32.0249,      8.37,     45.95,    327.66,
   32.0668,      8.35,     40.93,    327.66,
   32.1086,      8.34,     40.82,    327.66,
   32.1500,      8.34,     40.72,    327.66,
   32.1919,      8.33,     40.75,    327.66,
   32.2335,      8.32,     41.72,    327.66,
   32.2755,      8.31,     42.26,    327.66,
   32.3168,      8.31,     49.41,    327.66,
   32.3587,      8.31,     49.24,    327.66,
   32.4003,      8.31,     26.23,    327.66,
   32.4425,      8.32,     22.27,    327.66,
   32.4839,      8.33,     46.88,    327.66,
   32.5253,      8.34,     54.16,    327.66,
   32.5670,      8.34,     48.06,    327.66,
   32.6087,      8.34,     47.97,    327.66,
   32.6507,      8.35,     50.85,    327.66,
   32.6922,      8.35,     44.66,    327.66,
   32.7338,      8.35,     43.95,    327.66,
   32.7754,      8.35,    117.03,    327.66,
   32.8171,      8.35,    117.04,    327.66,
   32.8589,      8.34,     20.03,    327.66,
   32.9009,      8.34,     15.52,    327.66,
   32.9425,      8.34,     44.16,    327.66,
   32.9840,      8.34,     56.51,    327.66,
   33.0257,      8.33,     58.86,    327.66,
   33.0675,      8.32,     56.23,    327.66,
   33.1091,      8.31,     54.29,    327.66,
   33.1508,      8.31,     52.43,    327.66,
   33.1928,      8.30,     56.66,    327.66,
   33.2342,      8.30,     58.93,    327.66,
   33.2760,      8.29,     57.54,    327.66,
   33.3175,      8.29,     64.50,    327.66,
   33.3595,      8.28,     53.14,    327.66,
   33.4010,      8.28,     39.52,    327.66,
   33.4427,      8.28,     45.57,    327.66,
   33.4844,      8.28,     44.07,    327.66,
   33.5264,      8.29,     45.34,    327.66,
   33.5677,      8.28,      6.13,    327.66,
   33.6094,      8.28,      6.57,    327.66,
   33.6512,      8.30,     45.45,    327.66,
   33.6931,      8.29,     45.54,    327.66,
   33.7346,      8.29,     45.54,    327.66,
   33.7762,      8.29,     99.46,    327.66,
   33.8180,      8.29,    117.50,    327.66,
   33.8602,      8.28,      6.78,    327.66,
   33.9014,      8.28,      0.63,    327.66,
   33.9434,      8.27,      0.40,    327.66,
   33.9853,      8.26,      0.64,    327.66,
   34.0265,      8.26,      2.45,    327.66,
   34.0682,      8.25,     27.02,    327.66,
   34.1101,      8.25,     24.63,    327.66,
   34.1519,      8.25,     16.20,    327.66,
   34.1934,      8.24,     18.28,    327.66,
   34.2353,      8.24,     25.52,    327.66,
   34.2772,      8.24,     22.09,    327.66,
   34.3189,      8.24,     27.63,    327.66,
   34.3605,      8.24,     26.32,    327.66,
   34.4021,      8.24,     25.23,    327.66,
   34.4440,      8.24,     23.63,    327.66,
   34.4853,      8.25,     23.54,    327.66,
   34.5269,      8.25,     22.59,    327.66,
   34.5691,      8.25,     20.38,    327.66,
   34.6103,      8.26,     20.24,    327.66,
   34.6522,      8.26,     23.92,    327.66,
   34.6938,      8.26,     27.28,    327.66,
   34.7359,      8.26,     31.70,    327.66,
   34.7771,      8.26,    114.39,    327.66,
   34.8187,      8.26,    118.55,    327.66,
   34.8607,      8.26,     31.58,    327.66,
   34.9027,      8.26,     27.58,    327.66,
   34.9441,      8.25,     27.56,    327.66,
   34.9860,      8.25,     27.34,    327.66,
   35.0275,      8.25,     26.28,    327.66,
   35.0691,      8.24,      1.99,    327.66,
   35.1109,      8.24,      0.40,    327.66,
   35.1528,      8.23,      0.40,    327.66,
   35.1941,      8.23,      0.40,    327.66,
   35.2359,      8.22,      0.40,    327.66,
   35.2777,      8.22,      0.40,    327.66,
   35.3198,      8.22,      0.40,    327.66,
   35.3610,      8.21,      0.40,    327.66,
   35.4030,      8.21,      0.40,    327.66,
   35.4445,      8.21,      0.40,    327.66,
   35.4865,      8.21,      0.40,    327.66,
   35.5278,      8.21,      0.40,    327.66,
   35.5698,      8.21,      0.40,    327.66,
   35.6110,      8.22,      0.40,    327.66,
   35.6529,      8.22,      0.40,    327.66,
   35.6947,      8.22,      0.40,    327.66,
   35.7362,      8.22,      0.40,    327.66,
   35.7785,      8.22,      2.89,    327.66,
   35.8198,      8.24,     45.41,    327.66,
   35.8612,      8.24,     37.93,    327.66,
   35.9032,      8.23,      2.50,    327.66,
   35.9448,      8.23,      0.40,    327.66,
   35.9867,      8.23,      0.40,    327.66,
   36.0283,      8.23,      0.40,    327.66,
   36.0698,      8.23,      0.40,    327.66,
   36.1121,      8.23,      0.40,    327.66,
   36.1535,      8.23,      0.40,    327.66,
   36.1955,      8.23,      0.40,    327.66,
   36.2371,      8.23,      0.40,    327.66,
   36.2785,      8.23,      0.40,    327.66,
   36.3205,      8.23,      0.40,    327.66,
   36.3621,      8.23,      0.40,    327.66,
   36.4035,      8.23,      0.40,    327.66,
   36.4455,      8.23,      0.40,    327.66,
   36.4871,      8.23,      0.40,    327.66,
   36.5285,      8.23,      0.39,    327.66,
   36.5705,      8.24,      0.40,    327.66,
   36.6122,      8.24,      0.40,    327.66,
   36.6542,      8.24,      0.40,    327.66,
   36.6955,      8.24,      0.40,    327.66,
   36.7372,      8.23,      0.40,    327.66,
   36.7792,      8.23,      0.40,    327.66,
   36.8205,      8.23,      0.40,    327.66,
   36.8622,      8.22,      1.06,    327.66,
   36.9042,      8.22,      1.00,    327.66,
   36.9455,      8.22,      0.40,    327.66,
   36.9872,      8.21,      0.40,    327.66,
   37.0292,      8.21,      0.40,    327.66,
   37.0712,      8.21,      0.40,    327.66,
   37.1124,      8.20,      0.40,    327.66,
   37.1541,      8.20,      0.40,    327.66,
   37.1962,      8.20,      0.40,    327.66,
   37.2374,      8.20,      0.40,    327.66,
   37.2796,      8.19,      0.40,    327.66,
   37.3212,      8.19,      0.40,    327.66,
   37.3624,      8.19,      0.39,    327.66,
   37.4042,      8.19,      0.40,    327.66,
   37.4462,      8.19,      0.40,    327.66,
   37.4881,      8.19,      0.40,    327.66,
   37.5294,      8.19,      0.40,    327.66,
   37.5711,      8.19,      0.40,    327.66,
   37.6128,      8.19,      0.40,    327.66,
   37.6549,      8.19,      0.40,    327.66,
   37.6962,      8.18,      0.40,    327.66,
   37.7382,      8.18,      0.40,    327.66,
   37.7799,      8.18,      0.40,    327.66,
   37.8212,      8.18,      0.40,    327.66,
   37.8632,      8.18,      0.40,    327.66,
   37.9049,      8.18,      0.40,    327.66,
   37.9469,      8.18,      0.40,    327.66,
   37.9882,      8.18,      0.40,    327.66,
   38.0299,      8.18,      0.40,    327.66,
   38.0719,      8.17,      0.40,    327.66,
   38.1136,      8.17,      0.40,    327.66,
   38.1549,      8.17,      0.40,    327.66,
   38.1969,      8.17,      0.40,    327.66,
   38.2386,      8.17,      0.40,    327.66,
   38.2799,      8.17,      0.40,    327.66,
   38.3219,      8.17,      0.40,    327.66,
   38.3636,      8.17,      0.40,    327.66,
   38.4056,      8.16,      0.40,    327.66,
   38.4469,      8.16,      0.40,    327.66,
   38.4886,      8.16,      0.40,    327.66,
   38.5306,      8.16,      0.40,    327.66,
   38.5719,      8.16,      0.40,    327.66,
   38.6136,      8.16,      0.40,    327.66,
   38.6556,      8.16,      0.40,    327.66,
   38.6969,      8.16,      0.40,    327.66,
   38.7387,      8.16,      0.40,    327.66,
   38.7806,      8.16,      0.40,    327.66,
   38.8226,      8.16,      0.40,    327.66,
   38.8637,      8.17,      0.40,    327.66,
   38.9056,      8.17,      0.40,    327.66,
   38.9476,      8.17,      0.40,    327.66,
   38.9887,      8.17,      0.40,    327.66,
   39.0306,      8.17,      0.40,    327.66,
   39.0726,      8.17,      0.40,    327.66,
   39.1144,      8.17,      0.40,    327.66,
   39.1556,      8.18,      0.40,    327.66,
   39.1976,      8.18,      0.40,    327.66,
   39.2394,      8.19,      0.40,    327.66,
   39.2813,      8.20,      0.40,    327.66,
   39.3226,      8.20,      0.40,    327.66,
   39.3644,      8.20,      0.40,    327.66,
   39.4062,      8.20,      0.40,    327.66,
   39.4476,      8.20,      0.40,    327.66,
   39.4895,      8.20,      0.40,    327.66,
   39.5312,      8.19,      0.40,    327.66,
   39.5726,      8.19,      0.40,    327.66,
   39.6145,      8.19,      0.40,    327.66,
   39.6562,      8.18,      0.40,    327.66,
   39.6983,      8.18,      0.40,    327.66,
   39.7395,      8.17,      0.40,    327.66,
   39.7815,      8.17,      0.40,    327.66,
   39.8232,      8.16,      0.40,    327.66,
   39.8651,      8.16,      0.40,    327.66,
   39.9063,      8.16,      0.40,    327.66,
   39.9483,      8.16,      0.40,    327.66,
   39.9895,      8.16,      0.40,    327.66,
   40.0314,      8.16,      0.40,    327.66,
   40.0732,      8.15,      0.40,    327.66,
   40.1153,      8.15,      0.40,    327.66,
   40.1565,      8.15,      0.40,    327.66,
   40.1985,      8.15,      0.40,    327.66,
   40.2400,      8.15,      0.40,    327.66,
   40.2820,      8.15,      0.40,    327.66,
   40.3233,      8.15,      0.40,    327.66,
   40.3650,      8.15,      0.40,    327.66,
   40.4070,      8.15,      0.40,    327.66,
   40.4483,      8.15,      0.40,    327.66,
   40.4900,      8.16,      0.40,    327.66,
   40.5320,      8.16,      0.39,    327.66,
   40.5740,      8.16,      0.40,    327.66,
   40.6150,      8.17,      0.40,    327.66,
   40.6570,      8.17,      0.40,    327.66,
   40.6990,      8.17,      0.40,    327.66,
   40.7407,      8.18,      0.40,    327.66,
   40.7820,      8.18,      0.40,    327.66,
   40.8240,      8.18,      0.40,    327.66,
   40.8657,      8.19,      2.99,    327.66,
   40.9070,      8.19,      1.01,    327.66,
   40.9490,      8.20,      0.40,    327.66,
   40.9907,      8.20,      0.40,    327.66,
   41.0327,      8.20,      0.40,    327.66,
   41.0740,      8.20,      0.40,    327.66,
   41.1156,      8.20,      0.40,    327.66,
   41.1577,      8.21,      0.40,    327.66,
   41.1990,      8.21,      0.40,    327.66,
   41.2406,      8.21,      0.40,    327.66,
   41.2827,      8.21,      0.40,    327.66,
   41.3240,      8.21,      0.40,    327.66,
   41.3656,      8.22,      0.40,    327.66,
   41.4077,      8.22,      0.40,    327.66,
   41.4497,      8.22,      0.40,    327.66,
   41.4913,      8.22,      0.40,    327.66,
   41.5327,      8.22,      0.40,    327.66,
   41.5747,      8.22,      0.40,    327.66,
   41.6163,      8.22,      0.40,    327.66,
   41.6577,      8.22,      1.54,    327.66,
   41.6995,      8.30,     56.16,    327.66,
   41.7412,      8.28,     53.17,    327.66,
   41.7828,      8.28,     56.51,    327.66,
   41.8246,      8.28,     57.47,    327.66,
   41.8662,      8.27,     57.70,    327.66,
   41.9077,      8.27,     55.96,    327.66,
   41.9496,      8.25,      4.03,    327.66,
   41.9918,      8.24,      0.40,    327.66,
   42.0333,      8.23,      0.40,    327.66,
   42.0747,      8.22,      0.40,    327.66,
   42.1165,      8.21,      0.40,    327.66,
   42.1581,      8.21,      0.40,    327.66,
   42.1997,      8.21,      0.40,    327.66,
   42.2416,      8.21,      0.40,    327.66,
   42.2836,      8.21,      0.39,    327.66,
   42.3252,      8.21,      0.40,    327.66,
   42.3670,      8.20,      0.40,    327.66,
   42.4083,      8.20,      0.40,    327.66,
   42.4503,      8.20,      0.40,    327.66,
   42.4916,      8.20,      0.40,    327.66,
   42.5332,      8.20,      0.40,    327.66,
   42.5753,      8.20,      3.07,    327.66,
