 Branch:,           3 , # of structures:,           3 , outlet temperatures
      JDAY,      T(C),      T(C),      T(C),   Q(m3/s),   Q(m3/s),   Q(m3/s),    ELEVCL,    ELEVCL,    ELEVCL,
   11.4252,      7.99,    -99.00,    -99.00,      5.77,      0.00,      0.00,    301.90,    340.05,    368.81,
   11.4669,      7.99,    -99.00,    -99.00,      5.73,      0.00,      0.00,    301.90,    340.05,    368.81,
   11.5089,      7.99,    -99.00,    -99.00,      5.75,      0.00,      0.00,    301.90,    340.05,    368.81,
   11.5503,      7.99,    -99.00,    -99.00,      5.75,      0.00,      0.00,    301.90,    340.05,    368.81,
   11.5919,      7.99,    -99.00,    -99.00,      5.75,      0.00,      0.00,    301.90,    340.05,    368.81,
   11.6340,      7.99,    -99.00,    -99.00,      5.73,      0.00,      0.00,    301.90,    340.05,    368.81,
   11.6756,      7.99,      8.35,    -99.00,      2.08,      3.67,      0.00,    301.90,    340.05,    368.81,
   11.7172,      7.99,      8.36,    -99.00,      2.12,      3.63,      0.00,    301.90,    340.05,    368.81,
   11.7588,      7.99,      8.36,    -99.00,      2.14,      3.61,      0.00,    301.90,    340.05,    368.81,
   11.8004,      7.99,      8.36,    -99.00,      2.13,      3.62,      0.00,    301.90,    340.05,    368.81,
   11.8422,      7.99,      8.36,    -99.00,      2.13,      3.62,      0.00,    301.90,    340.05,    368.81,
   11.8839,      7.98,      8.36,    -99.00,      2.11,      3.64,      0.00,    301.90,    340.05,    368.81,
   11.9258,      7.98,      8.35,    -99.00,      2.09,      3.66,      0.00,    301.90,    340.05,    368.81,
   11.9677,      7.98,      8.35,    -99.00,      2.38,      3.37,      0.00,    301.90,    340.05,    368.81,
   12.0090,      7.98,      8.35,    -99.00,      2.36,      3.39,      0.00,    301.90,    340.05,    368.81,
   12.0510,      7.98,      8.35,    -99.00,      2.35,      3.40,      0.00,    301.90,    340.05,    368.81,
   12.0926,      7.98,      8.35,    -99.00,      2.01,      3.74,      0.00,    301.90,    340.05,    368.81,
   12.1340,      7.98,      8.35,    -99.00,      2.31,      3.44,      0.00,    301.90,    340.05,    368.81,
   12.1760,      7.98,      8.34,    -99.00,      2.30,      3.45,      0.00,    301.90,    340.05,    368.81,
   12.2176,      7.98,      8.34,    -99.00,      2.29,      3.46,      0.00,    301.90,    340.05,    368.81,
   12.2590,      7.98,      8.34,    -99.00,      2.28,      3.47,      0.00,    301.90,    340.05,    368.81,
   12.3010,      7.98,      8.34,    -99.00,      2.27,      3.48,      0.00,    301.90,    340.05,    368.81,
   12.3431,      7.98,      8.34,    -99.00,      2.26,      3.49,      0.00,    301.90,    340.05,    368.81,
   12.3847,      7.98,      8.34,    -99.00,      1.92,      3.83,      0.00,    301.90,    340.05,    368.81,
   12.4260,      7.98,      8.34,    -99.00,      1.91,      3.84,      0.00,    301.90,    340.05,    368.81,
   12.4681,      7.98,      8.34,    -99.00,      1.90,      3.85,      0.00,    301.90,    340.05,    368.81,
   12.5097,      7.98,      8.34,    -99.00,      2.21,      3.52,      0.00,    301.90,    340.05,    368.81,
   12.5510,      7.98,      8.34,    -99.00,      2.21,      3.54,      0.00,    301.90,    340.05,    368.81,
   12.5932,      7.98,      8.34,    -99.00,      2.21,      3.54,      0.00,    301.90,    340.05,    368.81,
   12.6347,      7.98,      8.34,    -99.00,      2.71,      3.05,      0.00,    301.90,    340.05,    368.81,
   12.6760,      7.98,      8.33,    -99.00,      2.19,      3.56,      0.00,    301.90,    340.05,    368.81,
   12.7182,      7.98,      8.33,    -99.00,      2.66,      3.07,      0.00,    301.90,    340.05,    368.81,
   12.7598,      7.98,      8.33,    -99.00,      2.66,      3.09,      0.00,    301.90,    340.05,    368.81,
   12.8015,      7.98,      8.33,    -99.00,      2.67,      3.08,      0.00,    301.90,    340.05,    368.81,
   12.8430,      7.98,      8.34,    -99.00,      2.69,      3.06,      0.00,    301.90,    340.05,    368.81,
   12.8849,      7.98,      8.33,    -99.00,      2.70,      3.05,      0.00,    301.90,    340.05,    368.81,
   12.9265,      7.98,      8.33,    -99.00,      2.68,      3.07,      0.00,    301.90,    340.05,    368.81,
   12.9686,      7.98,      8.33,    -99.00,      2.98,      2.77,      0.00,    301.90,    340.05,    368.81,
   13.0097,      7.98,      8.33,    -99.00,      3.79,      1.96,      0.00,    301.90,    340.05,    368.81,
   13.0517,      7.98,      8.33,    -99.00,      4.28,      1.47,      0.00,    301.90,    340.05,    368.81,
   13.0935,      7.98,      8.32,    -99.00,      4.60,      1.15,      0.00,    301.90,    340.05,    368.81,
   13.1349,      7.98,      8.29,    -99.00,      4.51,      1.24,      0.00,    301.90,    340.05,    368.81,
   13.1770,      7.98,      8.21,    -99.00,      4.10,      1.65,      0.00,    301.90,    340.05,    368.81,
   13.2184,      7.97,      8.10,    -99.00,      4.02,      1.73,      0.00,    301.90,    340.05,    368.81,
   13.2599,      7.97,      8.05,    -99.00,      0.81,      4.94,      0.00,    301.90,    340.05,    368.81,
   13.3018,      7.96,      8.03,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   13.3433,    -99.00,      8.04,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   13.3849,    -99.00,      8.06,    -99.00,      0.00,      5.77,      0.00,    301.90,    340.05,    368.81,
   13.4267,      7.96,      8.07,    -99.00,      0.05,      5.70,      0.00,    301.90,    340.05,    368.81,
   13.4685,      7.96,      8.08,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   13.5102,    -99.00,      8.09,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   13.5520,    -99.00,      8.09,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   13.5936,    -99.00,      8.09,    -99.00,      0.00,      5.77,      0.00,    301.90,    340.05,    368.81,
   13.6353,    -99.00,      8.10,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   13.6769,    -99.00,      8.12,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   13.7188,    -99.00,      8.14,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   13.7605,    -99.00,      8.16,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   13.8021,      8.01,      8.18,    -99.00,      0.84,      4.93,      0.00,    301.90,    340.05,    368.81,
   13.8436,      8.02,      8.19,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   13.8854,    -99.00,      8.20,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   13.9271,    -99.00,      8.21,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   13.9693,    -99.00,      8.22,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.0108,    -99.00,      8.21,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.0524,    -99.00,      8.21,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.0944,    -99.00,      8.21,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   14.1357,    -99.00,      8.21,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.1774,    -99.00,      8.21,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.2192,    -99.00,      8.20,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.2611,    -99.00,      8.20,    -99.00,      0.00,      5.77,      0.00,    301.90,    340.05,    368.81,
   14.3026,    -99.00,      8.20,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   14.3443,    -99.00,      8.20,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.3862,    -99.00,      8.20,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.4277,    -99.00,      8.20,    -99.00,      0.00,      5.77,      0.00,    301.90,    340.05,    368.81,
   14.4692,    -99.00,      8.20,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   14.5110,    -99.00,      8.19,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.5527,    -99.00,      8.19,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.5945,    -99.00,      8.19,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.6360,    -99.00,      8.19,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.6777,    -99.00,      8.19,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.7197,    -99.00,      8.19,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.7610,    -99.00,      8.19,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.8028,    -99.00,      8.18,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.8447,    -99.00,      8.18,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.8864,    -99.00,      8.18,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.9281,    -99.00,      8.18,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   14.9695,      8.00,      8.18,    -99.00,      0.25,      5.48,      0.00,    301.90,    340.05,    368.81,
   15.0118,      8.00,      8.18,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   15.0531,      8.00,      8.17,    -99.00,      0.09,      5.66,      0.00,    301.90,    340.05,    368.81,
   15.0946,      8.00,      8.17,    -99.00,      0.00,      5.77,      0.00,    301.90,    340.05,    368.81,
   15.1368,    -99.00,      8.16,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   15.1781,    -99.00,      8.16,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   15.2204,    -99.00,      8.16,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   15.2618,      8.01,      8.15,    -99.00,      0.20,      5.55,      0.00,    301.90,    340.05,    368.81,
   15.3031,      8.01,      8.15,    -99.00,      0.05,      5.70,      0.00,    301.90,    340.05,    368.81,
   15.3454,      8.01,      8.15,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   15.3868,    -99.00,      8.15,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   15.4288,    -99.00,      8.15,    -99.00,      0.00,      5.77,      0.00,    301.90,    340.05,    368.81,
   15.4704,    -99.00,      8.15,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   15.5118,    -99.00,      8.15,    -99.00,      0.00,      5.77,      0.00,    301.90,    340.05,    368.81,
   15.5538,    -99.00,      8.16,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   15.5954,    -99.00,      8.17,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   15.6368,    -99.00,      8.18,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   15.6788,      8.03,      8.18,    -99.00,      0.47,      5.28,      0.00,    301.90,    340.05,    368.81,
   15.7204,      8.02,      8.18,    -99.00,      0.28,      5.47,      0.00,    301.90,    340.05,    368.81,
   15.7619,      8.02,      8.17,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   15.8036,      8.02,      8.17,    -99.00,      0.08,      5.63,      0.00,    301.90,    340.05,    368.81,
   15.8456,      8.02,      8.17,    -99.00,      0.01,      5.74,      0.00,    301.90,    340.05,    368.81,
   15.8873,      8.02,      8.17,    -99.00,      0.10,      5.65,      0.00,    301.90,    340.05,    368.81,
   15.9288,      8.02,      8.17,    -99.00,      0.03,      5.72,      0.00,    301.90,    340.05,    368.81,
   15.9708,      8.02,      8.17,    -99.00,      0.07,      5.68,      0.00,    301.90,    340.05,    368.81,
   16.0126,      8.02,      8.17,    -99.00,      0.11,      5.64,      0.00,    301.90,    340.05,    368.81,
   16.0538,      8.02,      8.17,    -99.00,      0.16,      5.59,      0.00,    301.90,    340.05,    368.81,
   16.0955,      8.03,      8.18,    -99.00,      0.20,      5.54,      0.00,    301.90,    340.05,    368.81,
   16.1375,      8.03,      8.18,    -99.00,      0.21,      5.55,      0.00,    301.90,    340.05,    368.81,
   16.1788,      8.03,      8.17,    -99.00,      0.15,      5.60,      0.00,    301.90,    340.05,    368.81,
   16.2205,      8.04,      8.17,    -99.00,      0.99,      4.76,      0.00,    301.90,    340.05,    368.81,
   16.2625,      8.03,      8.17,    -99.00,      0.14,      5.61,      0.00,    301.90,    340.05,    368.81,
   16.3045,      8.03,      8.17,    -99.00,      0.05,      5.70,      0.00,    301.90,    340.05,    368.81,
   16.3463,      8.03,      8.17,    -99.00,      0.02,      5.73,      0.00,    301.90,    340.05,    368.81,
   16.3875,      8.03,      8.17,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   16.4295,    -99.00,      8.17,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   16.4713,    -99.00,      8.17,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   16.5125,    -99.00,      8.17,    -99.00,      0.00,      5.77,      0.00,    301.90,    340.05,    368.81,
   16.5545,    -99.00,      8.17,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   16.5964,    -99.00,      8.17,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   16.6380,      8.04,      8.17,    -99.00,      0.08,      5.67,      0.00,    301.90,    340.05,    368.81,
   16.6795,      8.04,      8.17,    -99.00,      0.09,      5.66,      0.00,    301.90,    340.05,    368.81,
   16.7214,      8.04,      8.17,    -99.00,      0.95,      4.80,      0.00,    301.90,    340.05,    368.81,
   16.7629,      8.04,      8.17,    -99.00,      1.00,      4.73,      0.00,    301.90,    340.05,    368.81,
   16.8045,      8.04,      8.17,    -99.00,      1.05,      4.70,      0.00,    301.90,    340.05,    368.81,
   16.8465,      8.04,      8.18,    -99.00,      1.11,      4.66,      0.00,    301.90,    340.05,    368.81,
   16.8879,      8.04,      8.18,    -99.00,      1.12,      4.63,      0.00,    301.90,    340.05,    368.81,
   16.9295,      8.04,      8.18,    -99.00,      0.23,      5.51,      0.00,    301.90,    340.05,    368.81,
   16.9715,      8.05,      8.17,    -99.00,      1.10,      4.65,      0.00,    301.90,    340.05,    368.81,
   17.0129,      8.05,      8.17,    -99.00,      1.10,      4.65,      0.00,    301.90,    340.05,    368.81,
   17.0546,      8.05,      8.17,    -99.00,      1.11,      4.64,      0.00,    301.90,    340.05,    368.81,
   17.0966,      8.05,      8.17,    -99.00,      1.13,      4.64,      0.00,    301.90,    340.05,    368.81,
   17.1384,      8.05,      8.17,    -99.00,      1.13,      4.60,      0.00,    301.90,    340.05,    368.81,
   17.1800,      8.05,      8.17,    -99.00,      1.14,      4.61,      0.00,    301.90,    340.05,    368.81,
   17.2216,      8.05,      8.17,    -99.00,      0.18,      5.57,      0.00,    301.90,    340.05,    368.81,
   17.2633,      8.05,      8.17,    -99.00,      1.11,      4.64,      0.00,    301.90,    340.05,    368.81,
   17.3049,      8.05,      8.17,    -99.00,      1.09,      4.66,      0.00,    301.90,    340.05,    368.81,
   17.3467,      8.05,      8.17,    -99.00,      0.09,      5.66,      0.00,    301.90,    340.05,    368.81,
   17.3882,      8.06,      8.17,    -99.00,      1.07,      4.68,      0.00,    301.90,    340.05,    368.81,
   17.4299,      8.05,      8.17,    -99.00,      0.04,      5.71,      0.00,    301.90,    340.05,    368.81,
   17.4716,      8.05,      8.17,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   17.5134,    -99.00,      8.17,    -99.00,      0.00,      5.77,      0.00,    301.90,    340.05,    368.81,
   17.5552,    -99.00,      8.16,    -99.00,      0.00,      5.73,      0.00,    301.90,    340.05,    368.81,
   17.5967,    -99.00,      8.12,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   17.6386,    -99.00,      8.10,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   17.6802,    -99.00,      8.09,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   17.7218,    -99.00,      8.10,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   17.7637,    -99.00,      8.11,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   17.8056,    -99.00,      8.11,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
   17.8471,    -99.00,      8.11,    -99.00,      0.00,      5.75,      0.00,    301.90,    340.05,    368.81,
